businessid,calls
BZID-1304400773,1
BZID-1304431489,3
BZID-1304438153,1
BZID-1304376235,3
BZID-1304441526,1
BZID-1304384057,1
BZID-1304402995,1
BZID-1304394687,3
BZID-1304417824,1
BZID-1304432101,1
BZID-1304417905,3
BZID-1304357438,4
BZID-1304451148,1
BZID-1304411119,3
BZID-1304430980,1
BZID-1304450816,1
BZID-1304359783,5
BZID-1304351275,2
BZID-1304376313,1
BZID-1304388436,4
BZID-1304394626,2
BZID-1304382688,6
BZID-1304471706,1
BZID-1304408240,1
BZID-1304376256,3
BZID-1304451276,2
BZID-1304479716,1
BZID-1304425981,1
BZID-1304428716,3
BZID-1304436341,5
BZID-1304419913,2
BZID-1304417765,2
BZID-1304437855,1
BZID-1304363378,1
BZID-1304469946,2
BZID-1304393561,3
BZID-1304478556,2
BZID-1304464265,4
BZID-1304418696,1
BZID-1304435517,1
BZID-1304397491,4
BZID-1304438399,1
BZID-1304424695,3
BZID-1304350648,2
BZID-1304410492,1
BZID-1304384400,2
BZID-1304451176,1
BZID-1304463921,4
BZID-1304438414,1
BZID-1304397594,2
BZID-1304467587,1
BZID-1304449950,1
BZID-1304379531,4
BZID-1304410955,4
BZID-1304358613,7
BZID-1304421538,2
BZID-1304385889,1
BZID-1304402205,2
BZID-1304405819,1
BZID-1304474368,1
BZID-1304402154,3
BZID-1304397014,3
BZID-1304438293,1
BZID-1304445441,2
BZID-1304369209,4
BZID-1304465206,1
BZID-1304435421,1
BZID-1304360046,3
BZID-1304439505,2
BZID-1304414999,4
BZID-1304428574,1
BZID-1304598884,1
BZID-1304362564,2
BZID-1304472114,1
BZID-1304479385,4
BZID-1304439118,4
BZID-1304433089,1
BZID-1304394788,2
BZID-1304450544,1
BZID-1304413129,2
BZID-1304426361,1
BZID-1304463867,1
BZID-1304465608,3
BZID-1304604002,1
BZID-1304595308,1
BZID-1304406141,4
BZID-1304469887,3
BZID-1304412160,1
BZID-1304448796,3
BZID-1304363949,6
BZID-1304400455,1
BZID-1304460253,1
BZID-1304394242,2
BZID-1304422814,3
BZID-1304406715,1
BZID-1304376630,1
BZID-1304438127,2
BZID-1304435417,1
BZID-1304410180,2
BZID-1304418616,2
BZID-1304412214,1
BZID-1304429465,2
BZID-1304460005,4
BZID-1304393812,1
BZID-1304421875,2
BZID-1304426399,1
BZID-1304436122,4
BZID-1304463350,2
BZID-1304456777,4
BZID-1304385555,3
BZID-1304414824,1
BZID-1304426099,3
BZID-1304457769,4
BZID-1304434938,3
BZID-1304393899,2
BZID-1304394198,4
BZID-1304457514,1
BZID-1304394713,1
BZID-1304427302,1
BZID-1304445252,1
BZID-1304469913,1
BZID-1304409511,2
BZID-1304423530,3
BZID-1304449982,2
BZID-1304418191,3
BZID-1304449549,2
BZID-1304432977,3
BZID-1304479048,3
BZID-1304426304,1
BZID-1304417323,1
BZID-1304470710,4
BZID-1304376611,3
BZID-1304418986,4
BZID-1304363461,2
BZID-1304450074,1
BZID-1304366374,1
BZID-1304356280,3
BZID-1304424616,1
BZID-1304397775,3
BZID-1304472286,1
BZID-1304460154,3
BZID-1304384089,1
BZID-1304462250,4
BZID-1304395116,2
BZID-1304467381,1
BZID-1304422133,3
BZID-1304471173,1
BZID-1304470751,1
BZID-1304424722,2
BZID-1304433262,1
BZID-1304368218,2
BZID-1304361314,1
BZID-1304375062,1
BZID-1304364535,1
BZID-1304368746,3
BZID-1304410183,1
BZID-1304448181,1
BZID-1304366018,2
BZID-1304400297,1
BZID-1304413760,1
BZID-1304464286,2
BZID-1304419049,1
BZID-1304415591,2
BZID-1304413045,2
BZID-1304436146,4
BZID-1304360488,8
BZID-1304450323,1
BZID-1304415164,2
BZID-1304353165,2
BZID-1304421862,2
BZID-1304611020,2
BZID-1304399394,2
BZID-1304396518,3
BZID-1304431695,1
BZID-1304398725,1
BZID-1304373153,2
BZID-1304470134,5
BZID-1304404585,1
BZID-1304438347,3
BZID-1304438694,1
BZID-1304439458,1
BZID-1304368498,4
BZID-1304479937,1
BZID-1304456481,1
BZID-1304349798,2
BZID-1304375725,2
BZID-1304388722,2
BZID-1304460978,1
BZID-1304462595,2
BZID-1304362995,8
BZID-1304387576,2
BZID-1304411502,1
BZID-1304386993,1
BZID-1304462684,2
BZID-1304399714,6
BZID-1304411406,1
BZID-1304470961,1
BZID-1304399236,2
BZID-1304450582,2
BZID-1304463467,1
BZID-1304396547,1
BZID-1304402994,4
BZID-1304416518,1
BZID-1304405729,1
BZID-1304473822,1
BZID-1304354737,1
BZID-1304400321,4
BZID-1304392833,1
BZID-1304375114,1
BZID-1304450733,6
BZID-1304446543,6
BZID-1304405582,3
BZID-1304474895,1
BZID-1304438858,3
BZID-1304467259,1
BZID-1304359242,4
BZID-1304436768,1
BZID-1304360543,2
BZID-1304461377,1
BZID-1304383938,1
BZID-1304363094,3
BZID-1304350794,1
BZID-1304402795,3
BZID-1304370613,4
BZID-1304473619,2
BZID-1304423389,3
BZID-1304415035,1
BZID-1304409362,2
BZID-1304365711,1
BZID-1304361157,1
BZID-1304368524,1
BZID-1304434356,1
BZID-1304392525,2
BZID-1304457281,1
BZID-1304461316,1
BZID-1304405560,1
BZID-1304434626,2
BZID-1304432524,1
BZID-1304416933,2
BZID-1304605030,2
BZID-1304379735,1
BZID-1304385330,1
BZID-1304443008,1
BZID-1304413654,2
BZID-1304350019,2
BZID-1304403742,3
BZID-1304359206,2
BZID-1304480235,2
BZID-1304388364,1
BZID-1304442628,1
BZID-1304444781,3
BZID-1304430343,1
BZID-1304363571,2
BZID-1304396112,3
BZID-1304378105,1
BZID-1304451745,1
BZID-1304394693,1
BZID-1304380661,5
BZID-1304451311,1
BZID-1304400801,1
BZID-1304388637,1
BZID-1304391495,2
BZID-1304396795,2
BZID-1304431787,1
BZID-1304373981,1
BZID-1304383520,1
BZID-1304419950,2
BZID-1304374344,2
BZID-1304401747,2
BZID-1304419296,3
BZID-1304358732,2
BZID-1304368622,3
BZID-1304429424,1
BZID-1304455858,1
BZID-1304469158,1
BZID-1304362284,1
BZID-1304475342,2
BZID-1304449368,3
BZID-1304440028,1
BZID-1304463767,1
BZID-1304477775,1
BZID-1304416209,2
BZID-1304431666,3
BZID-1304384881,1
BZID-1304448156,1
BZID-1304442800,1
BZID-1304405879,5
BZID-1304477037,1
BZID-1304351062,2
BZID-1304403177,1
BZID-1304366757,2
BZID-1304478554,2
BZID-1304405008,1
BZID-1304432368,2
BZID-1304443236,2
BZID-1304371788,2
BZID-1304598267,3
BZID-1304477349,3
BZID-1304473770,3
BZID-1304450504,1
BZID-1304423907,1
BZID-1304435890,1
BZID-1304422317,1
BZID-1304395906,2
BZID-1304456343,4
BZID-1304449900,2
BZID-1304387318,1
BZID-1304418960,1
BZID-1304391781,3
BZID-1304424997,1
BZID-1304375560,2
BZID-1304373186,6
BZID-1304440552,2
BZID-1304450322,1
BZID-1304476072,1
BZID-1304447620,1
BZID-1304397229,1
BZID-1304400889,3
BZID-1304373135,2
BZID-1304433869,1
BZID-1304437078,1
BZID-1304478024,1
BZID-1304352438,1
BZID-1304430589,1
BZID-1304350639,2
BZID-1304457032,1
BZID-1304375685,2
BZID-1304355325,3
BZID-1304358084,2
BZID-1304605979,1
BZID-1304392155,2
BZID-1304412385,1
BZID-1304467180,1
BZID-1304434579,4
BZID-1304350234,2
BZID-1304466178,2
BZID-1304459176,1
BZID-1304420218,3
BZID-1304426900,3
BZID-1304393008,3
BZID-1304384118,2
BZID-1304368868,2
BZID-1304378667,1
BZID-1304479803,1
BZID-1304479676,3
BZID-1304421314,2
BZID-1304432975,2
BZID-1304373228,1
BZID-1304389391,2
BZID-1304449512,1
BZID-1304400569,1
BZID-1304406769,1
BZID-1304450359,7
BZID-1304475169,1
BZID-1304377072,2
BZID-1304377829,2
BZID-1304460051,3
BZID-1304363691,1
BZID-1304402026,1
BZID-1304398139,1
BZID-1304401656,1
BZID-1304349438,7
BZID-1304460234,3
BZID-1304367468,3
BZID-1304387686,2
BZID-1304435253,1
BZID-1304445619,1
BZID-1304366661,2
BZID-1304422509,1
BZID-1304467511,1
BZID-1304410367,1
BZID-1304421870,3
BZID-1304461422,2
BZID-1304406440,3
BZID-1304432469,1
BZID-1304417923,1
BZID-1304477641,1
BZID-1304460824,4
BZID-1304450156,2
BZID-1304359663,1
BZID-1304470627,1
BZID-1304376877,1
BZID-1304438872,1
BZID-1304374203,1
BZID-1304389146,2
BZID-1304378436,5
BZID-1304383207,4
BZID-1304438190,2
BZID-1304460499,1
BZID-1304387442,3
BZID-1304350551,1
BZID-1304394524,3
BZID-1304435412,1
BZID-1304436186,2
BZID-1304473379,1
BZID-1304479005,1
BZID-1304375080,2
BZID-1304398707,2
BZID-1304381585,2
BZID-1304431030,1
BZID-1304472084,2
BZID-1304441406,1
BZID-1304437043,2
BZID-1304398332,2
BZID-1304469395,1
BZID-1304467359,1
BZID-1304456812,1
BZID-1304358131,2
BZID-1304395213,3
BZID-1304383665,3
BZID-1304392931,3
BZID-1304439936,1
BZID-1304460512,1
BZID-1304352969,4
BZID-1304416434,1
BZID-1304420799,1
BZID-1304362431,1
BZID-1304434696,4
BZID-1304386944,1
BZID-1304388181,1
BZID-1304436615,1
BZID-1304384834,1
BZID-1304401807,2
BZID-1304423463,1
BZID-1304449463,3
BZID-1304422993,1
BZID-1304360500,2
BZID-1304414732,1
BZID-1304464136,1
BZID-1304389286,1
BZID-1304463908,1
BZID-1304469721,1
BZID-1304435299,4
BZID-1304362363,3
BZID-1304389445,1
BZID-1304388478,4
BZID-1304435067,2
BZID-1304473701,1
BZID-1304467926,1
BZID-1304377774,3
BZID-1304443036,1
BZID-1304447125,3
BZID-1304404343,1
BZID-1304463805,1
BZID-1304394571,1
BZID-1304352815,2
BZID-1304474567,3
BZID-1304445271,1
BZID-1304379796,3
BZID-1304389717,3
BZID-1304463282,1
BZID-1304426971,2
BZID-1304423040,1
BZID-1304427664,1
BZID-1304459111,1
BZID-1304402000,1
BZID-1304350142,2
BZID-1304411749,1
BZID-1304473967,2
BZID-1304431416,2
BZID-1304431004,1
BZID-1304364777,3
BZID-1304396578,2
BZID-1304439613,4
BZID-1304429739,2
BZID-1304477402,3
BZID-1304351680,1
BZID-1304461508,3
BZID-1304450674,1
BZID-1304436920,1
BZID-1304440370,1
BZID-1304367670,3
BZID-1304357419,4
BZID-1304437945,2
BZID-1304429812,2
BZID-1304429350,5
BZID-1304386361,5
BZID-1304424106,1
BZID-1304467950,1
BZID-1304423672,1
BZID-1304435868,1
BZID-1304408493,2
BZID-1304412560,5
BZID-1304406824,1
BZID-1304431747,3
BZID-1304470969,2
BZID-1304478562,1
BZID-1304388228,2
BZID-1304423278,1
BZID-1304598653,1
BZID-1304458439,1
BZID-1304415063,3
BZID-1304433898,1
BZID-1304460705,1
BZID-1304609801,1
BZID-1304409677,1
BZID-1304377706,1
BZID-1304467531,1
BZID-1304465469,1
BZID-1304449638,4
BZID-1304421294,1
BZID-1304353563,1
BZID-1304453134,1
BZID-1304472556,1
BZID-1304374207,3
BZID-1304393862,1
BZID-1304451337,2
BZID-1304424796,1
BZID-1304457362,3
BZID-1304422472,4
BZID-1304478658,2
BZID-1304459246,1
BZID-1304607416,1
BZID-1304420270,2
BZID-1304359708,6
BZID-1304417526,2
BZID-1304419473,2
BZID-1304427667,4
BZID-1304597020,1
BZID-1304407584,1
BZID-1304438182,1
BZID-1304415113,1
BZID-1304407322,2
BZID-1304379594,1
BZID-1304419306,2
BZID-1304432713,1
BZID-1304366591,3
BZID-1304388184,1
BZID-1304408595,1
BZID-1304358835,2
BZID-1304410423,2
BZID-1304471127,1
BZID-1304467532,1
BZID-1304461694,1
BZID-1304433351,1
BZID-1304377226,2
BZID-1304351151,3
BZID-1304363453,1
BZID-1304458210,4
BZID-1304420127,4
BZID-1304470501,1
BZID-1304412697,1
BZID-1304472565,1
BZID-1304390137,3
BZID-1304421846,1
BZID-1304471598,3
BZID-1304398005,2
BZID-1304408359,2
BZID-1304474413,1
BZID-1304417434,1
BZID-1304407705,2
BZID-1304373708,3
BZID-1304434265,2
BZID-1304377503,1
BZID-1304401389,1
BZID-1304393341,2
BZID-1304430400,1
BZID-1304465828,1
BZID-1304377300,1
BZID-1304416000,2
BZID-1304355476,2
BZID-1304421402,1
BZID-1304424769,1
BZID-1304478509,1
BZID-1304605926,1
BZID-1304394059,1
BZID-1304465267,2
BZID-1304402221,1
BZID-1304447876,1
BZID-1304398289,2
BZID-1304479782,2
BZID-1304470189,3
BZID-1304382907,2
BZID-1304404920,1
BZID-1304355613,2
BZID-1304420206,2
BZID-1304409961,2
BZID-1304444516,1
BZID-1304412554,1
BZID-1304420584,1
BZID-1304479482,2
BZID-1304438510,2
BZID-1304380214,1
BZID-1304414987,1
BZID-1304432732,2
BZID-1304390319,2
BZID-1304432191,3
BZID-1304389297,2
BZID-1304470491,2
BZID-1304412161,4
BZID-1304447866,5
BZID-1304409517,1
BZID-1304395783,1
BZID-1304445336,2
BZID-1304398117,2
BZID-1304474031,3
BZID-1304449636,2
BZID-1304417015,1
BZID-1304422919,3
BZID-1304374262,3
BZID-1304415064,1
BZID-1304400489,3
BZID-1304451876,1
BZID-1304415049,2
BZID-1304457284,1
BZID-1304384468,1
BZID-1304392409,1
BZID-1304360503,1
BZID-1304470183,2
BZID-1304407925,1
BZID-1304469417,1
BZID-1304399838,1
BZID-1304389048,3
BZID-1304476884,1
BZID-1304448953,1
BZID-1304382643,4
BZID-1304401826,2
BZID-1304402829,1
BZID-1304435697,1
BZID-1304375054,2
BZID-1304389119,1
BZID-1304447127,1
BZID-1304404500,1
BZID-1304470646,4
BZID-1304353771,1
BZID-1304376994,1
BZID-1304411443,1
BZID-1304471321,2
BZID-1304474094,1
BZID-1304459318,1
BZID-1304373361,1
BZID-1304411808,1
BZID-1304411978,3
BZID-1304471767,1
BZID-1304460869,1
BZID-1304456633,1
BZID-1304397974,1
BZID-1304408453,1
BZID-1304398359,1
BZID-1304433585,2
BZID-1304367683,2
BZID-1304408779,3
BZID-1304420446,3
BZID-1304461750,2
BZID-1304368332,5
BZID-1304409553,1
BZID-1304398553,1
BZID-1304383740,2
BZID-1304411953,2
BZID-1304403901,2
BZID-1304462003,2
BZID-1304429472,7
BZID-1304379935,1
BZID-1304412781,1
BZID-1304478385,1
BZID-1304413299,3
BZID-1304444774,2
BZID-1304471040,1
BZID-1304422865,3
BZID-1304445317,1
BZID-1304425578,1
BZID-1304432825,2
BZID-1304376359,3
BZID-1304478977,1
BZID-1304365699,4
BZID-1304387329,1
BZID-1304376970,3
BZID-1304401098,1
BZID-1304478826,2
BZID-1304414458,1
BZID-1304427015,1
BZID-1304379782,2
BZID-1304400758,1
BZID-1304465625,1
BZID-1304419771,2
BZID-1304385513,1
BZID-1304477033,2
BZID-1304389029,1
BZID-1304413766,2
BZID-1304365676,1
BZID-1304369363,1
BZID-1304424044,1
BZID-1304402947,2
BZID-1304432390,1
BZID-1304402463,2
BZID-1304433131,1
BZID-1304391840,3
BZID-1304414965,1
BZID-1304450879,2
BZID-1304351802,1
BZID-1304378457,1
BZID-1304443441,1
BZID-1304460598,2
BZID-1304436346,1
BZID-1304413142,1
BZID-1304375609,2
BZID-1304458017,3
BZID-1304387337,2
BZID-1304403437,2
BZID-1304364385,6
BZID-1304447753,1
BZID-1304424384,2
BZID-1304422971,3
BZID-1304405562,1
BZID-1304611191,1
BZID-1304374108,2
BZID-1304359674,3
BZID-1304417537,1
BZID-1304444918,1
BZID-1304470780,4
BZID-1304404225,1
BZID-1304469233,1
BZID-1304428711,3
BZID-1304451499,1
BZID-1304404036,3
BZID-1304405435,4
BZID-1304397579,1
BZID-1304422014,4
BZID-1304433925,2
BZID-1304448488,1
BZID-1304417375,1
BZID-1304374666,2
BZID-1304604929,1
BZID-1304461884,2
BZID-1304383721,2
BZID-1304387562,2
BZID-1304443730,1
BZID-1304402511,1
BZID-1304437217,2
BZID-1304356900,1
BZID-1304407816,3
BZID-1304420378,3
BZID-1304399774,3
BZID-1304434309,1
BZID-1304435116,2
BZID-1304438738,3
BZID-1304362425,1
BZID-1304363260,1
BZID-1304369647,2
BZID-1304357137,1
BZID-1304479224,1
BZID-1304405104,2
BZID-1304447773,1
BZID-1304433765,2
BZID-1304420518,1
BZID-1304394392,3
BZID-1304387295,2
BZID-1304420918,3
BZID-1304363339,2
BZID-1304358298,1
BZID-1304409052,2
BZID-1304350083,4
BZID-1304420958,3
BZID-1304433834,3
BZID-1304400302,1
BZID-1304397734,1
BZID-1304420622,1
BZID-1304411982,1
BZID-1304432874,2
BZID-1304374688,3
BZID-1304433599,2
BZID-1304472416,2
BZID-1304451891,1
BZID-1304401858,1
BZID-1304415052,1
BZID-1304435702,1
BZID-1304360462,2
BZID-1304385885,2
BZID-1304449864,1
BZID-1304470916,2
BZID-1304444640,1
BZID-1304435957,2
BZID-1304403716,2
BZID-1304420558,1
BZID-1304400516,1
BZID-1304362212,1
BZID-1304411160,1
BZID-1304395566,1
BZID-1304410448,1
BZID-1304410093,2
BZID-1304409174,1
BZID-1304386734,2
BZID-1304411016,1
BZID-1304393921,1
BZID-1304435622,2
BZID-1304389342,2
BZID-1304407233,2
BZID-1304367879,1
BZID-1304418755,3
BZID-1304422757,2
BZID-1304448434,1
BZID-1304349234,1
BZID-1304373487,1
BZID-1304423891,1
BZID-1304377504,3
BZID-1304415070,1
BZID-1304360897,2
BZID-1304456349,4
BZID-1304422706,2
BZID-1304431239,5
BZID-1304385699,1
BZID-1304359201,3
BZID-1304466777,4
BZID-1304426679,1
BZID-1304463340,1
BZID-1304378353,3
BZID-1304441531,1
BZID-1304403267,1
BZID-1304404533,1
BZID-1304450312,2
BZID-1304378771,5
BZID-1304471370,3
BZID-1304366846,1
BZID-1304396916,1
BZID-1304417884,1
BZID-1304373880,3
BZID-1304408293,2
BZID-1304361220,6
BZID-1304476114,1
BZID-1304371821,2
BZID-1304435621,2
BZID-1304420175,2
BZID-1304363065,2
BZID-1304435088,1
BZID-1304426419,1
BZID-1304438932,1
BZID-1304362124,2
BZID-1304425785,2
BZID-1304392233,2
BZID-1304442131,1
BZID-1304421130,1
BZID-1304399806,1
BZID-1304435409,2
BZID-1304414659,2
BZID-1304382924,1
BZID-1304426135,1
BZID-1304450855,1
BZID-1304394477,3
BZID-1304392234,1
BZID-1304403329,4
BZID-1304362587,2
BZID-1304448235,2
BZID-1304444521,1
BZID-1304477522,3
BZID-1304395942,2
BZID-1304432418,1
BZID-1304402715,1
BZID-1304406676,1
BZID-1304353540,4
BZID-1304462000,3
BZID-1304422941,2
BZID-1304380202,3
BZID-1304375734,1
BZID-1304375020,1
BZID-1304429464,2
BZID-1304394732,1
BZID-1304387748,1
BZID-1304425737,1
BZID-1304446765,1
BZID-1304469519,1
BZID-1304406130,1
BZID-1304604641,2
BZID-1304608390,1
BZID-1304416932,3
BZID-1304603520,1
BZID-1304386795,1
BZID-1304392323,2
BZID-1304356037,1
BZID-1304436850,1
BZID-1304395505,1
BZID-1304420001,1
BZID-1304379218,1
BZID-1304399341,1
BZID-1304460057,1
BZID-1304358161,2
BZID-1304379458,2
BZID-1304469220,1
BZID-1304401170,1
BZID-1304467189,2
BZID-1304415304,2
BZID-1304354813,1
BZID-1304354860,1
BZID-1304367396,1
BZID-1304456271,2
BZID-1304389895,1
BZID-1304439758,1
BZID-1304381347,3
BZID-1304380753,2
BZID-1304413022,2
BZID-1304461435,2
BZID-1304413533,1
BZID-1304434364,3
BZID-1304479901,2
BZID-1304444182,1
BZID-1304377582,1
BZID-1304359807,2
BZID-1304459018,2
BZID-1304360737,3
BZID-1304411327,2
BZID-1304459777,2
BZID-1304377705,2
BZID-1304375276,1
BZID-1304462678,2
BZID-1304450653,1
BZID-1304358947,2
BZID-1304445222,3
BZID-1304349561,3
BZID-1304402751,1
BZID-1304414292,2
BZID-1304393236,1
BZID-1304414931,1
BZID-1304445725,4
BZID-1304385911,3
BZID-1304418963,2
BZID-1304434017,1
BZID-1304466283,2
BZID-1304476416,2
BZID-1304380904,4
BZID-1304479196,2
BZID-1304442185,5
BZID-1304395098,1
BZID-1304428127,2
BZID-1304428326,2
BZID-1304413865,3
BZID-1304413805,1
BZID-1304406013,2
BZID-1304442268,1
BZID-1304404177,5
BZID-1304372119,3
BZID-1304404536,3
BZID-1304464393,1
BZID-1304433688,5
BZID-1304367342,4
BZID-1304354830,1
BZID-1304476762,3
BZID-1304427639,1
BZID-1304420392,3
BZID-1304464046,3
BZID-1304358421,1
BZID-1304443857,2
BZID-1304464716,1
BZID-1304478784,4
BZID-1304362281,2
BZID-1304416113,4
BZID-1304387282,2
BZID-1304444356,3
BZID-1304424103,3
BZID-1304442648,1
BZID-1304403272,1
BZID-1304392722,1
BZID-1304606877,1
BZID-1304417251,2
BZID-1304414354,2
BZID-1304465744,1
BZID-1304375505,1
BZID-1304373680,1
BZID-1304467212,1
BZID-1304450357,1
BZID-1304473673,1
BZID-1304470569,8
BZID-1304392475,1
BZID-1304371910,4
BZID-1304463885,3
BZID-1304366787,1
BZID-1304360497,2
BZID-1304475555,1
BZID-1304384297,1
BZID-1304357793,3
BZID-1304411081,1
BZID-1304408576,2
BZID-1304361736,1
BZID-1304386198,2
BZID-1304412291,3
BZID-1304421321,1
BZID-1304387414,1
BZID-1304389436,4
BZID-1304371702,2
BZID-1304443249,1
BZID-1304421001,4
BZID-1304416328,1
BZID-1304388575,2
BZID-1304402520,1
BZID-1304419090,3
BZID-1304413428,1
BZID-1304361200,2
BZID-1304472360,2
BZID-1304394569,2
BZID-1304383038,1
BZID-1304436155,1
BZID-1304460546,2
BZID-1304379429,2
BZID-1304438505,2
BZID-1304387511,1
BZID-1304409919,1
BZID-1304437059,1
BZID-1304387040,3
BZID-1304366058,2
BZID-1304422650,3
BZID-1304437972,2
BZID-1304371110,2
BZID-1304374564,2
BZID-1304366662,3
BZID-1304440974,3
BZID-1304375660,2
BZID-1304364447,3
BZID-1304367626,1
BZID-1304411422,1
BZID-1304381079,2
BZID-1304450110,5
BZID-1304364416,5
BZID-1304356429,1
BZID-1304397581,2
BZID-1304413229,2
BZID-1304456487,1
BZID-1304478652,1
BZID-1304389753,2
BZID-1304396210,1
BZID-1304477005,2
BZID-1304474924,2
BZID-1304410690,1
BZID-1304477836,2
BZID-1304406219,1
BZID-1304396905,2
BZID-1304475220,2
BZID-1304353646,1
BZID-1304461900,1
BZID-1304367083,3
BZID-1304448975,3
BZID-1304469115,1
BZID-1304456664,4
BZID-1304400159,2
BZID-1304598677,2
BZID-1304461178,1
BZID-1304434041,1
BZID-1304379740,1
BZID-1304393845,2
BZID-1304349771,2
BZID-1304397094,1
BZID-1304466328,1
BZID-1304374863,1
BZID-1304456980,2
BZID-1304470542,3
BZID-1304474655,4
BZID-1304437777,3
BZID-1304422981,1
BZID-1304417677,1
BZID-1304349408,1
BZID-1304355195,2
BZID-1304430655,1
BZID-1304357921,1
BZID-1304361746,3
BZID-1304476361,1
BZID-1304438542,2
BZID-1304365348,2
BZID-1304390185,1
BZID-1304444240,1
BZID-1304352170,1
BZID-1304393586,4
BZID-1304457407,3
BZID-1304377505,1
BZID-1304411273,2
BZID-1304408830,1
BZID-1304441332,2
BZID-1304474883,1
BZID-1304423700,3
BZID-1304436977,1
BZID-1304406573,1
BZID-1304386912,1
BZID-1304419414,1
BZID-1304400923,1
BZID-1304434031,1
BZID-1304350508,4
BZID-1304418973,2
BZID-1304388245,1
BZID-1304384978,1
BZID-1304419221,1
BZID-1304457854,1
BZID-1304470701,1
BZID-1304375610,1
BZID-1304375574,1
BZID-1304444911,1
BZID-1304479072,1
BZID-1304407189,1
BZID-1304369755,3
BZID-1304359393,2
BZID-1304373679,2
BZID-1304607601,2
BZID-1304478907,4
BZID-1304363509,2
BZID-1304364830,1
BZID-1304373938,2
BZID-1304609078,2
BZID-1304597479,1
BZID-1304412879,2
BZID-1304372806,1
BZID-1304448430,2
BZID-1304464723,1
BZID-1304430561,1
BZID-1304351656,1
BZID-1304386158,3
BZID-1304388370,3
BZID-1304427125,2
BZID-1304606948,1
BZID-1304603986,4
BZID-1304385492,2
BZID-1304374435,2
BZID-1304365847,3
BZID-1304421855,2
BZID-1304422730,2
BZID-1304353261,3
BZID-1304469892,2
BZID-1304376404,2
BZID-1304416880,2
BZID-1304474305,3
BZID-1304450353,1
BZID-1304445653,3
BZID-1304378998,1
BZID-1304442396,1
BZID-1304396563,3
BZID-1304409279,2
BZID-1304416247,1
BZID-1304387163,1
BZID-1304409233,1
BZID-1304395277,2
BZID-1304418664,6
BZID-1304362045,2
BZID-1304389173,2
BZID-1304366667,1
BZID-1304479880,4
BZID-1304438942,1
BZID-1304389937,1
BZID-1304434414,2
BZID-1304375159,1
BZID-1304445783,1
BZID-1304383516,1
BZID-1304471783,1
BZID-1304380098,1
BZID-1304413410,1
BZID-1304473182,1
BZID-1304414104,2
BZID-1304371033,4
BZID-1304398685,1
BZID-1304354035,1
BZID-1304391287,1
BZID-1304414228,1
BZID-1304474548,2
BZID-1304447362,1
BZID-1304427724,1
BZID-1304419081,1
BZID-1304420303,2
BZID-1304463208,1
BZID-1304467467,1
BZID-1304479813,1
BZID-1304435369,1
BZID-1304399917,3
BZID-1304423607,1
BZID-1304435427,1
BZID-1304455957,1
BZID-1304359537,5
BZID-1304460813,1
BZID-1304408856,2
BZID-1304371758,2
BZID-1304392841,3
BZID-1304387327,2
BZID-1304460834,1
BZID-1304438394,2
BZID-1304389957,1
BZID-1304606784,1
BZID-1304403999,1
BZID-1304419681,1
BZID-1304426555,1
BZID-1304429891,3
BZID-1304386513,1
BZID-1304447418,3
BZID-1304386383,3
BZID-1304366635,2
BZID-1304422854,1
BZID-1304429503,2
BZID-1304429276,1
BZID-1304422512,2
BZID-1304414055,5
BZID-1304428402,2
BZID-1304434577,1
BZID-1304443815,2
BZID-1304409304,3
BZID-1304371633,2
BZID-1304455557,1
BZID-1304417582,3
BZID-1304445186,1
BZID-1304479406,1
BZID-1304476931,3
BZID-1304415401,1
BZID-1304449218,1
BZID-1304405537,1
BZID-1304430346,2
BZID-1304385117,1
BZID-1304607026,2
BZID-1304436077,3
BZID-1304365710,2
BZID-1304428854,2
BZID-1304431564,2
BZID-1304413559,2
BZID-1304360990,2
BZID-1304429717,1
BZID-1304470867,1
BZID-1304373287,2
BZID-1304367540,2
BZID-1304449880,6
BZID-1304474283,1
BZID-1304410243,1
BZID-1304465685,2
BZID-1304448818,1
BZID-1304478343,1
BZID-1304410515,2
BZID-1304477048,2
BZID-1304465322,3
BZID-1304448602,2
BZID-1304448690,7
BZID-1304443198,1
BZID-1304414298,1
BZID-1304394127,4
BZID-1304450171,1
BZID-1304434143,2
BZID-1304607587,1
BZID-1304464460,1
BZID-1304443627,1
BZID-1304361961,1
BZID-1304389762,2
BZID-1304608663,1
BZID-1304393423,5
BZID-1304472261,2
BZID-1304409199,1
BZID-1304369566,2
BZID-1304468717,1
BZID-1304363272,1
BZID-1304403860,3
BZID-1304417153,1
BZID-1304438200,1
BZID-1304394454,2
BZID-1304375378,3
BZID-1304407193,2
BZID-1304455642,3
BZID-1304448502,3
BZID-1304357663,1
BZID-1304361820,3
BZID-1304445176,1
BZID-1304467207,1
BZID-1304435243,1
BZID-1304358749,4
BZID-1304426110,1
BZID-1304467548,1
BZID-1304451269,3
BZID-1304376687,1
BZID-1304367428,2
BZID-1304384847,1
BZID-1304415700,1
BZID-1304443176,1
BZID-1304462330,1
BZID-1304431844,2
BZID-1304413662,3
BZID-1304471944,3
BZID-1304466276,1
BZID-1304439768,2
BZID-1304423390,1
BZID-1304371264,2
BZID-1304431396,1
BZID-1304385350,1
BZID-1304429598,2
BZID-1304473813,2
BZID-1304416974,1
BZID-1304401995,1
BZID-1304414806,3
