businessid,null_search_cnt
BZID-1304478404,3
BZID-1304478409,2
BZID-1304478413,8
BZID-1304478414,7
BZID-1304478429,1
BZID-1304478432,1
BZID-1304478433,3
BZID-1304478434,1
BZID-1304478435,1
BZID-1304478441,5
BZID-1304478447,4
BZID-1304478448,1
BZID-1304478465,4
BZID-1304478470,7
BZID-1304478491,2
BZID-1304478497,10
BZID-1304478499,6
BZID-1304478502,1
BZID-1304478504,10
BZID-1304478508,3
BZID-1304478515,1
BZID-1304478519,3
BZID-1304478525,9
BZID-1304478531,1
BZID-1304478537,8
BZID-1304478542,1
BZID-1304478552,5
BZID-1304478556,1
BZID-1304478563,1
BZID-1304478566,8
BZID-1304478568,5
BZID-1304478573,15
BZID-1304478574,3
BZID-1304478594,2
BZID-1304478603,2
BZID-1304478607,1
BZID-1304478612,2
BZID-1304478614,3
BZID-1304478615,3
BZID-1304478617,2
BZID-1304478621,4
BZID-1304478624,1
BZID-1304478629,6
BZID-1304478634,1
BZID-1304478635,1
BZID-1304478638,3
BZID-1304478641,3
BZID-1304478652,1
BZID-1304478661,1
BZID-1304478663,9
BZID-1304478664,1
BZID-1304478674,1
BZID-1304478689,1
BZID-1304478692,3
BZID-1304478696,17
BZID-1304478699,5
BZID-1304478700,6
BZID-1304478703,2
BZID-1304478710,1
BZID-1304478715,2
BZID-1304478720,5
BZID-1304478723,1
BZID-1304478724,1
BZID-1304478727,1
BZID-1304478731,4
BZID-1304478735,28
BZID-1304478739,11
BZID-1304478740,2
BZID-1304478742,1
BZID-1304478750,3
BZID-1304478752,1
BZID-1304478754,4
BZID-1304478763,5
BZID-1304478765,1
BZID-1304478767,1
BZID-1304478769,1
BZID-1304478770,6
BZID-1304478772,3
BZID-1304478775,8
BZID-1304478781,1
BZID-1304478784,1
BZID-1304478794,2
BZID-1304478804,4
BZID-1304478807,3
BZID-1304478808,9
BZID-1304478822,1
BZID-1304478832,1
BZID-1304478836,8
BZID-1304478837,1
BZID-1304478841,3
BZID-1304478851,1
BZID-1304478853,1
BZID-1304478857,9
BZID-1304478860,1
BZID-1304478871,12
BZID-1304478872,1
BZID-1304478874,6
BZID-1304478877,1
BZID-1304478884,1
BZID-1304478887,2
BZID-1304478891,1
BZID-1304478899,3
BZID-1304478900,1
BZID-1304478910,1
BZID-1304478919,2
BZID-1304478924,3
BZID-1304478927,17
BZID-1304478931,2
BZID-1304478932,2
BZID-1304478937,2
BZID-1304478939,17
BZID-1304478940,1
BZID-1304478944,12
BZID-1304478945,1
BZID-1304478948,5
BZID-1304478959,1
BZID-1304478961,2
BZID-1304478972,4
BZID-1304478983,5
BZID-1304478987,1
BZID-1304478988,1
BZID-1304479012,2
BZID-1304479015,2
BZID-1304479024,1
BZID-1304479025,3
BZID-1304479029,12
BZID-1304479037,6
BZID-1304479044,1
BZID-1304479053,1
BZID-1304479062,1
BZID-1304479064,1
BZID-1304479077,1
BZID-1304479081,15
BZID-1304479094,2
BZID-1304479095,1
BZID-1304479112,1
BZID-1304479115,1
BZID-1304479128,2
BZID-1304479130,3
BZID-1304479134,4
BZID-1304479138,1
BZID-1304479145,2
BZID-1304479147,5
BZID-1304479156,2
BZID-1304479172,5
BZID-1304479174,5
BZID-1304479190,1
BZID-1304479193,4
BZID-1304479195,4
BZID-1304479196,3
BZID-1304479203,3
BZID-1304479204,2
BZID-1304479209,1
BZID-1304479217,3
BZID-1304479218,1
BZID-1304479222,2
BZID-1304479225,3
BZID-1304479229,2
BZID-1304479234,8
BZID-1304479236,1
BZID-1304479239,10
BZID-1304479248,10
BZID-1304479253,23
BZID-1304479258,1
BZID-1304479261,1
BZID-1304479265,20
BZID-1304479269,2
BZID-1304479279,1
BZID-1304479280,17
BZID-1304479287,3
BZID-1304479288,2
BZID-1304479289,7
BZID-1304479295,1
BZID-1304479297,7
BZID-1304479299,1
BZID-1304479306,8
BZID-1304479313,2
BZID-1304479321,2
BZID-1304479334,7
BZID-1304479338,4
BZID-1304479344,2
BZID-1304479349,1
BZID-1304479353,1
BZID-1304479366,2
BZID-1304479367,1
BZID-1304479372,2
BZID-1304479379,1
BZID-1304479382,1
BZID-1304479385,3
BZID-1304479389,21
BZID-1304479391,16
BZID-1304479395,1
BZID-1304479398,8
BZID-1304479401,1
BZID-1304479407,6
BZID-1304479409,1
BZID-1304479410,3
BZID-1304479416,1
BZID-1304479418,3
BZID-1304479419,13
BZID-1304479423,1
BZID-1304479426,2
BZID-1304479428,4
BZID-1304479431,15
BZID-1304479433,2
BZID-1304479434,1
BZID-1304479440,3
BZID-1304479456,4
BZID-1304479458,2
BZID-1304479463,2
BZID-1304479465,2
BZID-1304479468,1
BZID-1304479470,54
BZID-1304479477,21
BZID-1304479480,7
BZID-1304479484,1
BZID-1304479485,1
BZID-1304479486,7
BZID-1304479487,1
BZID-1304479491,9
BZID-1304479498,11
BZID-1304479501,10
BZID-1304479506,5
BZID-1304479510,2
BZID-1304479517,1
BZID-1304479520,3
BZID-1304479521,9
BZID-1304479524,5
BZID-1304479536,5
BZID-1304479551,4
BZID-1304479554,1
BZID-1304479555,1
BZID-1304479567,3
BZID-1304479569,1
BZID-1304479573,3
BZID-1304479575,6
BZID-1304479583,5
BZID-1304479584,9
BZID-1304479592,3
BZID-1304479616,1
BZID-1304479620,2
BZID-1304479628,1
BZID-1304479629,2
BZID-1304479635,3
BZID-1304479639,10
BZID-1304479640,2
BZID-1304479649,4
BZID-1304479650,1
BZID-1304479651,2
BZID-1304479655,5
BZID-1304479663,1
BZID-1304479670,1
BZID-1304479678,2
BZID-1304479681,5
BZID-1304479682,1
BZID-1304479683,1
BZID-1304479688,3
BZID-1304479689,3
BZID-1304479691,8
BZID-1304479711,2
BZID-1304479717,1
BZID-1304479727,2
BZID-1304479737,1
BZID-1304479742,1
BZID-1304479747,1
BZID-1304479755,1
BZID-1304479769,3
BZID-1304479770,1
BZID-1304479771,3
BZID-1304479777,1
BZID-1304479781,6
BZID-1304479782,2
BZID-1304479792,1
BZID-1304479799,1
BZID-1304479806,3
BZID-1304479818,2
BZID-1304479823,1
BZID-1304479838,1
BZID-1304479839,6
BZID-1304479840,3
BZID-1304479842,5
BZID-1304479843,20
BZID-1304479852,5
BZID-1304479860,2
BZID-1304479870,3
BZID-1304479873,6
BZID-1304479875,1
BZID-1304479882,3
BZID-1304479885,8
BZID-1304479889,9
BZID-1304479891,10
BZID-1304479892,6
BZID-1304479901,1
BZID-1304479902,19
BZID-1304479904,12
BZID-1304479912,1
BZID-1304479920,2
BZID-1304479927,4
BZID-1304479929,11
BZID-1304479934,3
BZID-1304479940,6
BZID-1304479941,1
BZID-1304479952,1
BZID-1304479955,1
BZID-1304479956,5
BZID-1304479959,1
BZID-1304479968,2
BZID-1304479982,1
BZID-1304479986,1
BZID-1304479990,3
BZID-1304479995,1
BZID-1304480002,2
BZID-1304480015,6
BZID-1304480017,4
BZID-1304480019,5
BZID-1304480032,1
BZID-1304480036,1
BZID-1304480040,3
BZID-1304480045,1
BZID-1304480048,1
BZID-1304480052,7
BZID-1304480054,1
BZID-1304480059,1
BZID-1304480062,23
BZID-1304480063,1
BZID-1304480074,1
BZID-1304480080,12
BZID-1304480088,4
BZID-1304480090,3
BZID-1304480092,1
BZID-1304480097,1
BZID-1304480101,1
BZID-1304480105,3
BZID-1304480107,3
BZID-1304480108,3
BZID-1304480110,6
BZID-1304480113,8
BZID-1304480114,7
BZID-1304480116,1
BZID-1304480128,2
BZID-1304480130,11
BZID-1304480131,3
BZID-1304480136,1
BZID-1304480146,4
BZID-1304480164,3
BZID-1304480167,5
BZID-1304480168,21
BZID-1304480169,10
BZID-1304480171,1
BZID-1304480172,1
BZID-1304480175,2
BZID-1304480180,1
BZID-1304480213,1
BZID-1304480223,27
BZID-1304480224,1
BZID-1304480226,2
BZID-1304480233,1
BZID-1304480236,1
BZID-1304480238,1
BZID-1304480246,1
BZID-1304480247,4
BZID-1304480248,1
BZID-1304480250,9
BZID-1304480252,2
BZID-1304480255,1
BZID-1304511533,1
BZID-1304512234,3
BZID-1304538389,4
BZID-1304543179,7
BZID-1304546151,6
BZID-1304546200,1
BZID-1304547166,1
BZID-1304547202,3
BZID-1304547420,1
BZID-1304547429,3
BZID-1304547451,2
BZID-1304547670,1
BZID-1304548150,1
BZID-1304548330,3
BZID-1304548654,2
BZID-1304548754,1
BZID-1304548806,2
BZID-1304549056,3
BZID-1304549316,2
BZID-1304549808,1
BZID-1304550261,2
BZID-1304550324,1
BZID-1304550366,1
BZID-1304550850,1
BZID-1304550938,1
BZID-1304551313,5
BZID-1304551446,2
BZID-1304551573,1
BZID-1304552903,1
BZID-1304554568,1
BZID-1304555351,1
BZID-1304555488,1
BZID-1304555874,1
BZID-1304556111,2
BZID-1304556181,1
BZID-1304556405,1
BZID-1304556569,1
BZID-1304559285,3
BZID-1304559520,2
BZID-1304559850,3
BZID-1304560476,6
BZID-1304560586,1
BZID-1304560653,2
BZID-1304560675,2
BZID-1304560880,2
BZID-1304560904,1
BZID-1304560949,3
BZID-1304561127,1
BZID-1304561150,6
BZID-1304561183,1
BZID-1304561948,1
BZID-1304562002,1
BZID-1304562480,1
BZID-1304562574,8
BZID-1304562734,1
BZID-1304564310,3
BZID-1304566307,1
BZID-1304566546,1
BZID-1304566772,3
BZID-1304567130,1
BZID-1304567730,2
BZID-1304568232,1
BZID-1304568280,1
BZID-1304568372,2
BZID-1304568727,1
BZID-1304568780,1
BZID-1304569596,2
BZID-1304569640,1
BZID-1304570192,2
BZID-1304574965,1
BZID-1304575202,2
BZID-1304575204,3
BZID-1304576525,2
BZID-1304576601,5
BZID-1304576617,1
BZID-1304576622,4
BZID-1304576955,2
BZID-1304576978,1
BZID-1304577006,2
BZID-1304577030,2
BZID-1304577070,1
BZID-1304577158,2
BZID-1304577169,2
BZID-1304577220,3
BZID-1304577315,1
BZID-1304577414,1
BZID-1304577529,1
BZID-1304577534,2
BZID-1304577553,2
BZID-1304577894,2
BZID-1304578200,1
BZID-1304578218,1
BZID-1304578439,1
BZID-1304578508,2
BZID-1304589162,2
BZID-1304590743,1
BZID-1304590786,1
BZID-1304594859,1
BZID-1304594895,2
BZID-1304594943,2
BZID-1304594945,1
BZID-1304594946,3
BZID-1304594952,6
BZID-1304594953,1
BZID-1304594960,1
BZID-1304594964,3
BZID-1304594967,4
BZID-1304594970,1
BZID-1304594972,2
BZID-1304594975,4
BZID-1304594991,1
BZID-1304594993,1
BZID-1304595000,9
BZID-1304595002,2
BZID-1304595003,2
BZID-1304595018,1
BZID-1304595024,3
BZID-1304595025,1
BZID-1304595029,2
BZID-1304595039,1
BZID-1304595044,1
BZID-1304595047,2
BZID-1304595050,1
BZID-1304595058,1
BZID-1304595069,3
BZID-1304595077,1
BZID-1304595080,3
BZID-1304595082,5
BZID-1304595084,1
BZID-1304595090,4
BZID-1304595095,2
BZID-1304595110,1
BZID-1304595122,1
BZID-1304595129,1
BZID-1304595152,1
BZID-1304595162,89
BZID-1304595165,1
BZID-1304595173,1
BZID-1304595184,9
BZID-1304595185,3
BZID-1304595201,1
BZID-1304595210,5
BZID-1304595211,2
BZID-1304595219,1
BZID-1304595226,1
BZID-1304595227,3
BZID-1304595233,1
BZID-1304595236,4
BZID-1304595244,14
BZID-1304595246,1
BZID-1304595247,5
BZID-1304595253,4
BZID-1304595256,1
BZID-1304595268,1
BZID-1304595277,1
BZID-1304595294,2
BZID-1304595297,3
BZID-1304595307,1
BZID-1304595310,1
BZID-1304595314,3
BZID-1304595316,2
BZID-1304595318,3
BZID-1304595319,5
BZID-1304595337,2
BZID-1304595396,1
BZID-1304595408,2
BZID-1304595414,2
BZID-1304595415,5
BZID-1304595417,2
BZID-1304595430,1
BZID-1304595432,1
BZID-1304595435,1
BZID-1304595455,3
BZID-1304595467,1
BZID-1304595474,4
BZID-1304595476,1
BZID-1304595480,1
BZID-1304595482,1
BZID-1304595483,1
BZID-1304595497,4
BZID-1304595531,1
BZID-1304595537,4
BZID-1304595558,1
BZID-1304595563,5
BZID-1304595567,1
BZID-1304595570,1
BZID-1304595577,3
BZID-1304595585,3
BZID-1304595588,1
BZID-1304595599,1
BZID-1304595602,1
BZID-1304595603,1
BZID-1304595604,1
BZID-1304595606,2
BZID-1304595615,3
BZID-1304595617,2
BZID-1304595632,8
BZID-1304595633,1
BZID-1304595638,16
BZID-1304595664,2
BZID-1304595670,1
BZID-1304595675,1
BZID-1304595682,2
BZID-1304595685,1
BZID-1304595699,3
BZID-1304595705,1
BZID-1304595714,1
BZID-1304595715,2
BZID-1304595716,4
BZID-1304595718,7
BZID-1304595733,1
BZID-1304595741,1
BZID-1304595753,3
BZID-1304595754,1
BZID-1304595770,2
BZID-1304595779,2
BZID-1304595790,7
BZID-1304595792,2
BZID-1304595793,1
BZID-1304595798,2
BZID-1304595803,2
BZID-1304595805,1
BZID-1304595821,4
BZID-1304595827,1
BZID-1304595830,2
BZID-1304595837,2
BZID-1304595840,6
BZID-1304595854,1
BZID-1304595861,2
BZID-1304595868,2
BZID-1304595890,3
BZID-1304595893,1
BZID-1304595900,1
BZID-1304595916,2
BZID-1304595977,1
BZID-1304595991,6
BZID-1304596005,4
BZID-1304596006,1
BZID-1304596017,4
BZID-1304596021,5
BZID-1304596039,4
BZID-1304596040,1
BZID-1304596043,1
BZID-1304596044,1
BZID-1304596046,1
BZID-1304596048,1
BZID-1304596077,3
BZID-1304596096,2
BZID-1304596100,2
BZID-1304596104,2
BZID-1304596107,2
BZID-1304596109,1
BZID-1304596113,1
BZID-1304596114,1
BZID-1304596134,1
BZID-1304596138,1
BZID-1304596150,1
BZID-1304596155,5
BZID-1304596177,1
BZID-1304596178,1
BZID-1304596190,1
BZID-1304596191,1
BZID-1304596193,2
BZID-1304596194,1
BZID-1304596195,1
BZID-1304596201,1
BZID-1304596203,1
BZID-1304596217,2
BZID-1304596218,2
BZID-1304596227,1
BZID-1304596244,1
BZID-1304596245,4
BZID-1304596256,1
BZID-1304596260,2
BZID-1304596267,1
BZID-1304596270,1
BZID-1304596271,3
BZID-1304596286,2
BZID-1304596290,2
BZID-1304596303,3
BZID-1304596307,1
BZID-1304596309,1
BZID-1304596318,1
BZID-1304596322,1
BZID-1304596335,2
BZID-1304596347,1
BZID-1304596348,4
BZID-1304596353,1
BZID-1304596354,4
BZID-1304596356,1
BZID-1304596359,2
BZID-1304596361,1
BZID-1304596363,1
BZID-1304596364,2
BZID-1304596368,1
BZID-1304596374,1
BZID-1304596377,2
BZID-1304596380,2
BZID-1304596399,3
BZID-1304596400,2
BZID-1304596410,1
BZID-1304596412,1
BZID-1304596417,2
BZID-1304596421,6
BZID-1304596424,2
BZID-1304596425,1
BZID-1304596426,1
BZID-1304596427,1
BZID-1304596434,1
BZID-1304596437,3
BZID-1304596442,1
BZID-1304596453,1
BZID-1304596456,4
BZID-1304596472,1
BZID-1304596473,3
BZID-1304596476,2
BZID-1304596478,4
BZID-1304596483,2
BZID-1304596487,1
BZID-1304596493,1
BZID-1304596498,3
BZID-1304596514,1
BZID-1304596558,1
BZID-1304596611,1
BZID-1304596613,3
BZID-1304596639,2
BZID-1304596641,3
BZID-1304596642,3
BZID-1304596643,5
BZID-1304596647,2
BZID-1304596648,2
BZID-1304596652,1
BZID-1304596654,1
BZID-1304596659,3
BZID-1304596661,2
BZID-1304596663,3
BZID-1304596669,1
BZID-1304596689,2
BZID-1304596719,2
BZID-1304596722,1
BZID-1304596734,4
BZID-1304596741,1
BZID-1304596744,1
BZID-1304596749,5
BZID-1304596750,3
BZID-1304596751,1
BZID-1304596753,3
BZID-1304596754,2
BZID-1304596779,9
BZID-1304596781,1
BZID-1304596782,2
BZID-1304596783,1
BZID-1304596791,1
BZID-1304596792,2
BZID-1304596797,1
BZID-1304596798,2
BZID-1304596801,2
BZID-1304596802,2
BZID-1304596816,1
BZID-1304596823,2
BZID-1304596838,4
BZID-1304596839,4
BZID-1304596840,2
BZID-1304596847,2
BZID-1304596850,2
BZID-1304596855,2
BZID-1304596856,1
BZID-1304596857,1
BZID-1304596860,1
BZID-1304596861,2
BZID-1304596869,6
BZID-1304596878,1
BZID-1304596879,1
BZID-1304596892,1
BZID-1304596900,3
BZID-1304596902,2
BZID-1304596910,1
BZID-1304596916,1
BZID-1304596921,1
BZID-1304596924,1
BZID-1304596931,1
BZID-1304596934,1
BZID-1304596936,1
BZID-1304596963,1
BZID-1304596966,2
BZID-1304596971,1
BZID-1304596975,1
BZID-1304596976,1
BZID-1304596979,2
BZID-1304596981,5
BZID-1304596991,1
BZID-1304596992,1
BZID-1304596994,1
BZID-1304597000,3
BZID-1304597007,2
BZID-1304597009,1
BZID-1304597010,2
BZID-1304597012,1
BZID-1304597014,1
BZID-1304597018,1
BZID-1304597021,2
BZID-1304597030,1
BZID-1304597033,4
BZID-1304597040,2
BZID-1304597041,1
BZID-1304597044,2
BZID-1304597049,5
BZID-1304597053,1
BZID-1304597057,1
BZID-1304597058,1
BZID-1304597060,7
BZID-1304597067,4
BZID-1304597068,4
BZID-1304597072,2
BZID-1304597082,1
BZID-1304597088,2
BZID-1304597091,2
BZID-1304597098,1
BZID-1304597102,1
BZID-1304597103,5
BZID-1304597104,3
BZID-1304597107,5
BZID-1304597123,1
BZID-1304597146,1
BZID-1304597161,2
BZID-1304597165,2
BZID-1304597170,1
BZID-1304597175,16
BZID-1304597179,2
BZID-1304597182,2
BZID-1304597186,2
BZID-1304597188,3
BZID-1304597189,2
BZID-1304597194,1
BZID-1304597195,1
BZID-1304597196,1
BZID-1304597201,2
BZID-1304597208,1
BZID-1304597209,1
BZID-1304597214,3
BZID-1304597217,1
BZID-1304597218,1
BZID-1304597219,2
BZID-1304597226,1
BZID-1304597243,1
BZID-1304597250,1
BZID-1304597252,1
BZID-1304597262,3
BZID-1304597266,4
BZID-1304597273,1
BZID-1304597280,1
BZID-1304597281,1
BZID-1304597289,1
BZID-1304597295,3
BZID-1304597305,1
BZID-1304597306,2
BZID-1304597307,1
BZID-1304597324,3
BZID-1304597338,4
BZID-1304597362,1
BZID-1304597365,8
BZID-1304597377,8
BZID-1304597381,4
BZID-1304597384,2
BZID-1304597385,2
BZID-1304597389,1
BZID-1304597391,5
BZID-1304597395,2
BZID-1304597396,2
BZID-1304597401,1
BZID-1304597408,3
BZID-1304597410,3
BZID-1304597412,1
BZID-1304597416,2
BZID-1304597419,4
BZID-1304597425,4
BZID-1304597426,3
BZID-1304597428,2
BZID-1304597430,5
BZID-1304597434,5
BZID-1304597438,1
BZID-1304597440,1
BZID-1304597443,1
BZID-1304597447,3
BZID-1304597448,6
BZID-1304597454,1
BZID-1304597480,2
BZID-1304597486,13
BZID-1304597492,2
BZID-1304597495,1
BZID-1304597519,2
BZID-1304597573,1
BZID-1304597574,6
BZID-1304597576,1
BZID-1304597579,4
BZID-1304597581,3
BZID-1304597599,1
BZID-1304597602,5
BZID-1304597604,1
BZID-1304597611,2
BZID-1304597612,4
BZID-1304597617,1
BZID-1304597619,4
BZID-1304597626,1
BZID-1304597627,2
BZID-1304597629,20
BZID-1304597631,1
BZID-1304597638,3
BZID-1304597639,1
BZID-1304597666,1
BZID-1304597671,3
BZID-1304597677,1
BZID-1304597688,2
BZID-1304597689,1
BZID-1304597694,3
BZID-1304597699,6
BZID-1304597711,1
BZID-1304597716,2
BZID-1304597748,1
BZID-1304597756,2
BZID-1304597760,4
BZID-1304597763,1
BZID-1304597766,1
BZID-1304597784,4
BZID-1304597787,2
BZID-1304597796,1
BZID-1304597797,2
BZID-1304597801,2
BZID-1304597803,1
BZID-1304597805,1
BZID-1304597811,1
BZID-1304597812,1
BZID-1304597818,1
BZID-1304597819,2
BZID-1304597820,1
BZID-1304597831,1
BZID-1304597851,2
BZID-1304597877,2
BZID-1304597880,3
BZID-1304597887,5
BZID-1304597889,1
BZID-1304597893,7
BZID-1304597895,2
BZID-1304597899,1
BZID-1304597904,2
BZID-1304597906,2
BZID-1304597907,5
BZID-1304597921,2
BZID-1304597926,2
BZID-1304597941,2
BZID-1304597950,1
BZID-1304597954,1
BZID-1304597961,1
BZID-1304597971,1
BZID-1304597983,1
BZID-1304597989,1
BZID-1304597995,1
BZID-1304597998,1
BZID-1304597999,1
BZID-1304598011,2
BZID-1304598018,1
BZID-1304598021,7
BZID-1304598023,1
BZID-1304598027,2
BZID-1304598031,4
BZID-1304598036,4
BZID-1304598040,19
BZID-1304598043,9
BZID-1304598045,2
BZID-1304598049,3
BZID-1304598060,1
BZID-1304598064,1
BZID-1304598066,1
BZID-1304598074,1
BZID-1304598075,1
BZID-1304598121,2
BZID-1304598123,2
BZID-1304598138,1
BZID-1304598147,1
BZID-1304598161,2
BZID-1304598175,2
BZID-1304598176,1
BZID-1304598180,2
BZID-1304598189,4
BZID-1304598191,1
BZID-1304598197,13
BZID-1304598198,2
BZID-1304598201,5
BZID-1304598205,2
BZID-1304598209,2
BZID-1304598213,1
BZID-1304598214,1
BZID-1304598216,7
BZID-1304598221,8
BZID-1304598222,1
BZID-1304598230,3
BZID-1304598231,3
BZID-1304598233,1
BZID-1304598239,1
BZID-1304598242,1
BZID-1304598245,2
BZID-1304598252,8
BZID-1304598261,1
BZID-1304598270,3
BZID-1304598272,2
BZID-1304598283,2
BZID-1304598294,1
BZID-1304598300,1
BZID-1304598309,1
BZID-1304598313,1
BZID-1304598319,1
BZID-1304598322,1
BZID-1304598328,2
BZID-1304598331,1
BZID-1304598339,3
BZID-1304598340,3
BZID-1304598342,1
BZID-1304598349,5
BZID-1304598355,1
BZID-1304598358,2
BZID-1304598363,1
BZID-1304598370,1
BZID-1304598376,1
BZID-1304598377,1
BZID-1304598390,6
BZID-1304598392,2
BZID-1304598402,1
BZID-1304598405,3
BZID-1304598411,3
BZID-1304598415,1
BZID-1304598416,1
BZID-1304598417,1
BZID-1304598418,1
BZID-1304598421,3
BZID-1304598425,4
BZID-1304598435,5
BZID-1304598444,1
BZID-1304598446,1
BZID-1304598459,2
BZID-1304598467,2
BZID-1304598468,1
BZID-1304598471,4
BZID-1304598474,1
BZID-1304598475,1
BZID-1304598480,1
BZID-1304598501,1
BZID-1304598503,1
BZID-1304598511,1
BZID-1304598513,1
BZID-1304598515,1
BZID-1304598521,1
BZID-1304598522,1
BZID-1304598526,1
BZID-1304598527,10
BZID-1304598532,1
BZID-1304598534,1
BZID-1304598540,1
BZID-1304598551,1
BZID-1304598566,2
BZID-1304598586,2
BZID-1304598601,1
BZID-1304598611,1
BZID-1304598614,1
BZID-1304598615,1
BZID-1304598623,2
BZID-1304598631,1
BZID-1304598634,11
BZID-1304598640,1
BZID-1304598642,4
BZID-1304598645,1
BZID-1304598647,1
BZID-1304598650,1
BZID-1304598653,2
BZID-1304598659,4
BZID-1304598663,1
BZID-1304598664,5
BZID-1304598672,1
BZID-1304598677,2
BZID-1304598682,1
BZID-1304598683,1
BZID-1304598685,2
BZID-1304598686,1
BZID-1304598688,1
BZID-1304598689,5
BZID-1304598696,1
BZID-1304598697,1
BZID-1304598700,3
BZID-1304598705,4
BZID-1304598707,4
BZID-1304598713,1
BZID-1304598724,4
BZID-1304598727,2
BZID-1304598741,1
BZID-1304598747,1
BZID-1304598755,1
BZID-1304598762,1
BZID-1304598766,1
BZID-1304598770,2
BZID-1304598788,1
BZID-1304598798,1
BZID-1304598809,1
BZID-1304598813,2
BZID-1304598816,1
BZID-1304598828,2
BZID-1304598830,3
BZID-1304598831,1
BZID-1304598832,1
BZID-1304598833,1
BZID-1304598836,1
BZID-1304598838,2
BZID-1304598845,3
BZID-1304598855,2
BZID-1304598861,1
BZID-1304598863,5
BZID-1304598864,1
BZID-1304598880,6
BZID-1304598881,1
BZID-1304598885,1
BZID-1304598888,1
BZID-1304598891,2
BZID-1304598911,8
BZID-1304598918,1
BZID-1304598923,1
BZID-1304598924,1
BZID-1304598925,2
BZID-1304598940,3
BZID-1304598948,1
BZID-1304598950,4
BZID-1304598951,1
BZID-1304598954,2
BZID-1304598962,1
BZID-1304598967,4
BZID-1304598986,2
BZID-1304598990,1
BZID-1304599009,1
BZID-1304599012,3
BZID-1304599027,2
BZID-1304599038,2
BZID-1304599039,4
BZID-1304599303,1
BZID-1304599351,2
BZID-1304599400,3
BZID-1304599409,1
BZID-1304599497,1
BZID-1304599507,3
BZID-1304599533,4
BZID-1304599544,2
BZID-1304600019,1
BZID-1304600070,1
BZID-1304600075,1
BZID-1304600080,2
BZID-1304600095,2
BZID-1304600096,1
BZID-1304600104,1
BZID-1304600111,2
BZID-1304600126,2
BZID-1304600162,2
BZID-1304600171,2
BZID-1304600173,4
BZID-1304600186,4
BZID-1304600262,2
BZID-1304600270,1
BZID-1304600277,1
BZID-1304600284,2
BZID-1304600288,1
BZID-1304600289,2
BZID-1304600290,8
BZID-1304600295,1
BZID-1304600328,1
BZID-1304600335,2
BZID-1304600340,1
BZID-1304600353,1
BZID-1304600355,4
BZID-1304600362,1
BZID-1304600371,4
BZID-1304600377,2
BZID-1304600380,4
BZID-1304600397,3
BZID-1304600415,1
BZID-1304600428,1
BZID-1304600440,2
BZID-1304600443,8
BZID-1304600444,1
BZID-1304600448,2
BZID-1304600449,3
BZID-1304600450,3
BZID-1304600452,1
BZID-1304600453,3
BZID-1304600454,1
BZID-1304600457,2
BZID-1304600468,3
BZID-1304600469,4
BZID-1304600483,1
BZID-1304600490,2
BZID-1304600494,1
BZID-1304600495,1
BZID-1304600521,4
BZID-1304600534,1
BZID-1304600537,1
BZID-1304600539,1
BZID-1304600545,1
BZID-1304600554,1
BZID-1304600556,2
BZID-1304600557,1
BZID-1304600558,1
BZID-1304600610,1
BZID-1304600623,1
BZID-1304600696,1
BZID-1304600982,1
BZID-1304600997,1
BZID-1304600998,1
BZID-1304601023,1
BZID-1304603139,6
BZID-1304603145,1
BZID-1304603146,2
BZID-1304603151,2
BZID-1304603155,7
BZID-1304603157,4
BZID-1304603160,2
BZID-1304603161,5
BZID-1304603164,6
BZID-1304603166,2
BZID-1304603167,2
BZID-1304603169,1
BZID-1304603170,2
BZID-1304603172,3
BZID-1304603180,14
BZID-1304603181,1
BZID-1304603186,1
BZID-1304603189,1
BZID-1304603200,5
BZID-1304603206,1
BZID-1304603213,5
BZID-1304603214,5
BZID-1304603218,3
BZID-1304603220,1
BZID-1304603221,5
BZID-1304603224,1
BZID-1304603225,7
BZID-1304603227,1
BZID-1304603231,1
BZID-1304603234,12
BZID-1304603239,1
BZID-1304603242,3
BZID-1304603247,1
BZID-1304603248,4
BZID-1304603251,2
BZID-1304603254,1
BZID-1304603255,13
BZID-1304603258,2
BZID-1304603264,2
BZID-1304603269,1
BZID-1304603277,1
BZID-1304603278,1
BZID-1304603281,5
