businessid,null_search_cnt
BZID-1304404602,2
BZID-1304404603,1
BZID-1304404604,5
BZID-1304404612,3
BZID-1304404616,8
BZID-1304404624,1
BZID-1304404636,1
BZID-1304404642,1
BZID-1304404643,1
BZID-1304404648,9
BZID-1304404654,8
BZID-1304404655,2
BZID-1304404658,1
BZID-1304404664,3
BZID-1304404685,1
BZID-1304404700,1
BZID-1304404713,2
BZID-1304404737,1
BZID-1304404751,4
BZID-1304404767,2
BZID-1304404768,1
BZID-1304404770,5
BZID-1304404777,3
BZID-1304404780,1
BZID-1304404785,1
BZID-1304404788,2
BZID-1304404789,1
BZID-1304404804,7
BZID-1304404806,1
BZID-1304404816,1
BZID-1304404822,2
BZID-1304404823,2
BZID-1304404826,1
BZID-1304404832,1
BZID-1304404833,1
BZID-1304404837,3
BZID-1304404840,2
BZID-1304404842,28
BZID-1304404857,2
BZID-1304404877,1
BZID-1304404878,1
BZID-1304404880,2
BZID-1304404882,9
BZID-1304404889,1
BZID-1304404891,2
BZID-1304404910,3
BZID-1304404930,3
BZID-1304404932,2
BZID-1304404939,1
BZID-1304404948,8
BZID-1304404950,1
BZID-1304404980,14
BZID-1304405004,1
BZID-1304405009,2
BZID-1304405013,87
BZID-1304405015,2
BZID-1304405026,3
BZID-1304405031,9
BZID-1304405048,1
BZID-1304405063,3
BZID-1304405077,10
BZID-1304405082,4
BZID-1304405084,1
BZID-1304405100,4
BZID-1304405107,1
BZID-1304405109,1
BZID-1304405111,2
BZID-1304405113,2
BZID-1304405116,2
BZID-1304405117,1
BZID-1304405118,14
BZID-1304405124,2
BZID-1304405130,1
BZID-1304405132,1
BZID-1304405133,3
BZID-1304405136,1
BZID-1304405138,5
BZID-1304405143,1
BZID-1304405149,1
BZID-1304405156,9
BZID-1304405158,16
BZID-1304405163,20
BZID-1304405168,4
BZID-1304405169,5
BZID-1304405187,15
BZID-1304405199,1
BZID-1304405205,8
BZID-1304405213,14
BZID-1304405220,1
BZID-1304405223,12
BZID-1304405224,11
BZID-1304405225,2
BZID-1304405226,15
BZID-1304405227,14
BZID-1304405230,3
BZID-1304405233,9
BZID-1304405235,8
BZID-1304405237,1
BZID-1304405240,3
BZID-1304405246,3
BZID-1304405249,3
BZID-1304405253,10
BZID-1304405257,2
BZID-1304405259,5
BZID-1304405260,5
BZID-1304405282,1
BZID-1304405298,3
BZID-1304405299,10
BZID-1304405313,8
BZID-1304405328,1
BZID-1304405337,2
BZID-1304405352,2
BZID-1304405354,23
BZID-1304405355,1
BZID-1304405366,1
BZID-1304405371,2
BZID-1304405379,2
BZID-1304405391,2
BZID-1304405402,11
BZID-1304405412,1
BZID-1304405415,14
BZID-1304405416,2
BZID-1304405417,1
BZID-1304405419,2
BZID-1304405420,3
BZID-1304405421,1
BZID-1304405423,2
BZID-1304405424,8
BZID-1304405428,1
BZID-1304405435,6
BZID-1304405436,4
BZID-1304405437,5
BZID-1304405440,6
BZID-1304405451,2
BZID-1304405457,9
BZID-1304405460,3
BZID-1304405467,2
BZID-1304405471,3
BZID-1304405483,1
BZID-1304405484,1
BZID-1304405485,1
BZID-1304405490,2
BZID-1304405491,2
BZID-1304405493,1
BZID-1304405495,15
BZID-1304405496,4
BZID-1304405499,1
BZID-1304405515,3
BZID-1304405516,1
BZID-1304405518,6
BZID-1304405537,2
BZID-1304405544,2
BZID-1304405559,1
BZID-1304405561,9
BZID-1304405566,2
BZID-1304405574,1
BZID-1304405578,1
BZID-1304405584,45
BZID-1304405587,1
BZID-1304405599,1
BZID-1304405604,2
BZID-1304405607,2
BZID-1304405609,6
BZID-1304405614,4
BZID-1304405623,21
BZID-1304405625,10
BZID-1304405627,3
BZID-1304405631,2
BZID-1304405633,1
BZID-1304405634,1
BZID-1304405635,7
BZID-1304405644,3
BZID-1304405653,11
BZID-1304405656,2
BZID-1304405657,1
BZID-1304405660,2
BZID-1304405671,21
BZID-1304405679,2
BZID-1304405681,6
BZID-1304405682,8
BZID-1304405683,1
BZID-1304405694,1
BZID-1304405698,4
BZID-1304405700,1
BZID-1304405701,1
BZID-1304405705,2
BZID-1304405717,4
BZID-1304405719,1
BZID-1304405723,5
BZID-1304405730,2
BZID-1304405736,1
BZID-1304405739,9
BZID-1304405742,9
BZID-1304405753,5
BZID-1304405754,3
BZID-1304405760,11
BZID-1304405762,3
BZID-1304405766,1
BZID-1304405771,2
BZID-1304405781,2
BZID-1304405786,41
BZID-1304405788,2
BZID-1304405797,5
BZID-1304405814,7
BZID-1304405817,3
BZID-1304405826,1
BZID-1304405833,18
BZID-1304405835,3
BZID-1304405840,1
BZID-1304405871,1
BZID-1304405877,16
BZID-1304405878,2
BZID-1304405879,12
BZID-1304405882,1
BZID-1304405895,1
BZID-1304405899,1
BZID-1304405902,11
BZID-1304405903,1
BZID-1304405913,1
BZID-1304405917,1
BZID-1304405926,3
BZID-1304405927,1
BZID-1304405933,1
BZID-1304405934,1
BZID-1304405935,5
BZID-1304405938,2
BZID-1304405943,1
BZID-1304405948,7
BZID-1304405949,4
BZID-1304405953,1
BZID-1304405958,2
BZID-1304405965,1
BZID-1304405970,3
BZID-1304405971,3
BZID-1304405974,2
BZID-1304405978,2
BZID-1304405983,1
BZID-1304405998,1
BZID-1304406004,3
BZID-1304406005,31
BZID-1304406012,4
BZID-1304406013,12
BZID-1304406014,27
BZID-1304406033,6
BZID-1304406034,2
BZID-1304406036,2
BZID-1304406042,2
BZID-1304406044,1
BZID-1304406050,4
BZID-1304406052,3
BZID-1304406069,1
BZID-1304406070,11
BZID-1304406075,1
BZID-1304406076,1
BZID-1304406078,1
BZID-1304406090,1
BZID-1304406091,2
BZID-1304406092,3
BZID-1304406098,3
BZID-1304406114,1
BZID-1304406115,1
BZID-1304406119,5
BZID-1304406122,7
BZID-1304406126,2
BZID-1304406132,13
BZID-1304406143,5
BZID-1304406145,7
BZID-1304406149,11
BZID-1304406160,2
BZID-1304406172,17
BZID-1304406178,1
BZID-1304406181,1
BZID-1304406189,10
BZID-1304406191,1
BZID-1304406192,2
BZID-1304406193,12
BZID-1304406201,1
BZID-1304406203,10
BZID-1304406211,1
BZID-1304406215,2
BZID-1304406221,1
BZID-1304406225,56
BZID-1304406239,10
BZID-1304406243,3
BZID-1304406246,1
BZID-1304406248,3
BZID-1304406253,1
BZID-1304406262,8
BZID-1304406273,3
BZID-1304406276,1
BZID-1304406280,11
BZID-1304406284,2
BZID-1304406287,15
BZID-1304406293,2
BZID-1304406297,2
BZID-1304406306,2
BZID-1304406311,2
BZID-1304406312,7
BZID-1304406313,2
BZID-1304406314,8
BZID-1304406331,1
BZID-1304406343,1
BZID-1304406350,3
BZID-1304406351,1
BZID-1304406353,10
BZID-1304406368,2
BZID-1304406370,1
BZID-1304406371,4
BZID-1304406375,1
BZID-1304406379,2
BZID-1304406388,1
BZID-1304406389,2
BZID-1304406392,16
BZID-1304406393,6
BZID-1304406403,10
BZID-1304406410,1
BZID-1304406420,4
BZID-1304406426,6
BZID-1304406430,1
BZID-1304406433,3
BZID-1304406435,1
BZID-1304406440,4
BZID-1304406454,1
BZID-1304406465,3
BZID-1304406467,3
BZID-1304406475,2
BZID-1304406480,2
BZID-1304406481,2
BZID-1304406498,1
BZID-1304406500,1
BZID-1304406504,4
BZID-1304406514,3
BZID-1304406519,2
BZID-1304406525,1
BZID-1304406528,2
BZID-1304406530,7
BZID-1304406533,1
BZID-1304406535,6
BZID-1304406543,2
BZID-1304406549,18
BZID-1304406553,1
BZID-1304406554,1
BZID-1304406564,1
BZID-1304406565,11
BZID-1304406568,2
BZID-1304406573,3
BZID-1304406575,2
BZID-1304406578,10
BZID-1304406583,3
BZID-1304406598,5
BZID-1304406606,13
BZID-1304406614,1
BZID-1304406616,2
BZID-1304406624,1
BZID-1304406626,5
BZID-1304406629,1
BZID-1304406631,2
BZID-1304406634,3
BZID-1304406648,2
BZID-1304406649,7
BZID-1304406661,2
BZID-1304406662,1
BZID-1304406671,1
BZID-1304406676,5
BZID-1304406684,2
BZID-1304406690,1
BZID-1304406693,3
BZID-1304406696,6
BZID-1304406697,1
BZID-1304406699,1
BZID-1304406700,6
BZID-1304406701,5
BZID-1304406710,4
BZID-1304406712,1
BZID-1304406714,2
BZID-1304406716,5
BZID-1304406718,2
BZID-1304406722,6
BZID-1304406725,1
BZID-1304406726,1
BZID-1304406728,2
BZID-1304406730,12
BZID-1304406732,1
BZID-1304406736,1
BZID-1304406741,1
BZID-1304406742,1
BZID-1304406745,1
BZID-1304406766,1
BZID-1304406772,1
BZID-1304406775,3
BZID-1304406780,1
BZID-1304406782,7
BZID-1304406783,1
BZID-1304406786,22
BZID-1304406789,3
BZID-1304406792,1
BZID-1304406802,6
BZID-1304406807,15
BZID-1304406810,2
BZID-1304406823,4
BZID-1304406824,1
BZID-1304406833,1
BZID-1304406836,7
BZID-1304406838,18
BZID-1304406839,6
BZID-1304406850,4
BZID-1304406852,6
BZID-1304406854,1
BZID-1304406863,3
BZID-1304406866,1
BZID-1304406867,2
BZID-1304406870,1
BZID-1304406872,1
BZID-1304406877,2
BZID-1304406880,11
BZID-1304406884,7
BZID-1304406887,14
BZID-1304406890,1
BZID-1304406891,2
BZID-1304406893,20
BZID-1304406898,2
BZID-1304406902,3
BZID-1304406909,11
BZID-1304406913,1
BZID-1304406914,3
BZID-1304406915,1
BZID-1304406920,7
BZID-1304406938,2
BZID-1304406946,3
BZID-1304406960,2
BZID-1304406976,5
BZID-1304406988,7
BZID-1304406995,2
BZID-1304406997,4
BZID-1304407000,3
BZID-1304407021,6
BZID-1304407024,3
BZID-1304407050,5
BZID-1304407056,1
BZID-1304407057,6
BZID-1304407062,3
BZID-1304407070,1
BZID-1304407076,1
BZID-1304407087,2
BZID-1304407089,1
BZID-1304407091,1
BZID-1304407092,2
BZID-1304407093,6
BZID-1304407095,2
BZID-1304407098,4
BZID-1304407101,1
BZID-1304407105,9
BZID-1304407106,13
BZID-1304407110,1
BZID-1304407119,3
BZID-1304407124,2
BZID-1304407130,2
BZID-1304407134,1
BZID-1304407137,1
BZID-1304407142,5
BZID-1304407149,1
BZID-1304407153,2
BZID-1304407170,8
BZID-1304407173,1
BZID-1304407179,1
BZID-1304407184,4
BZID-1304407187,14
BZID-1304407192,21
BZID-1304407198,42
BZID-1304407205,2
BZID-1304407208,13
BZID-1304407217,1
BZID-1304407218,1
BZID-1304407219,16
BZID-1304407233,2
BZID-1304407244,1
BZID-1304407245,1
BZID-1304407252,4
BZID-1304407264,2
BZID-1304407267,1
BZID-1304407272,1
BZID-1304407283,3
BZID-1304407289,2
BZID-1304407290,4
BZID-1304407295,4
BZID-1304407302,5
BZID-1304407305,1
BZID-1304407312,1
BZID-1304407325,2
BZID-1304407338,10
BZID-1304407341,3
BZID-1304407348,33
BZID-1304407351,2
BZID-1304407353,1
BZID-1304407355,9
BZID-1304407365,1
BZID-1304407373,1
BZID-1304407381,1
BZID-1304407389,1
BZID-1304407393,4
BZID-1304407394,15
BZID-1304407400,1
BZID-1304407402,1
BZID-1304407414,5
BZID-1304407417,5
BZID-1304407423,1
BZID-1304407425,7
BZID-1304407430,6
BZID-1304407435,1
BZID-1304407437,6
BZID-1304407438,33
BZID-1304407442,1
BZID-1304407447,6
BZID-1304407449,2
BZID-1304407453,1
BZID-1304407456,3
BZID-1304407460,1
BZID-1304407467,1
BZID-1304407483,2
BZID-1304407488,6
BZID-1304407497,2
BZID-1304407498,7
BZID-1304407503,1
BZID-1304407505,19
BZID-1304407508,2
BZID-1304407517,46
BZID-1304407518,2
BZID-1304407525,4
BZID-1304407527,4
BZID-1304407529,1
BZID-1304407532,38
BZID-1304407533,2
BZID-1304407535,1
BZID-1304407536,2
BZID-1304407539,5
BZID-1304407540,7
BZID-1304407547,8
BZID-1304407551,1
BZID-1304407562,3
BZID-1304407565,4
BZID-1304407569,2
BZID-1304407570,1
BZID-1304407575,2
BZID-1304407580,3
BZID-1304407585,1
BZID-1304407591,1
BZID-1304407598,1
BZID-1304407604,2
BZID-1304407607,2
BZID-1304407608,1
BZID-1304407620,5
BZID-1304407626,13
BZID-1304407629,2
BZID-1304407648,1
BZID-1304407652,1
BZID-1304407653,2
BZID-1304407662,14
BZID-1304407666,4
BZID-1304407670,2
BZID-1304407687,3
BZID-1304407694,7
BZID-1304407699,6
BZID-1304407704,1
BZID-1304407708,1
BZID-1304407709,6
BZID-1304407712,2
BZID-1304407726,16
BZID-1304407727,1
BZID-1304407736,2
BZID-1304407737,1
BZID-1304407747,2
BZID-1304407760,3
BZID-1304407763,2
BZID-1304407766,2
BZID-1304407771,2
BZID-1304407773,9
BZID-1304407774,2
BZID-1304407775,6
BZID-1304407777,1
BZID-1304407784,9
BZID-1304407794,25
BZID-1304407799,1
BZID-1304407800,2
BZID-1304407801,2
BZID-1304407804,1
BZID-1304407809,1
BZID-1304407811,1
BZID-1304407825,13
BZID-1304407831,7
BZID-1304407835,12
BZID-1304407836,1
BZID-1304407841,8
BZID-1304407843,1
BZID-1304407847,2
BZID-1304407855,3
BZID-1304407857,3
BZID-1304407858,3
BZID-1304407864,1
BZID-1304407865,1
BZID-1304407868,1
BZID-1304407874,2
BZID-1304407875,22
BZID-1304407878,1
BZID-1304407881,1
BZID-1304407885,1
BZID-1304407887,2
BZID-1304407888,14
BZID-1304407904,2
BZID-1304407906,2
BZID-1304407909,1
BZID-1304407925,2
BZID-1304407926,3
BZID-1304407943,5
BZID-1304407944,3
BZID-1304407945,1
BZID-1304407947,7
BZID-1304407952,2
BZID-1304407954,9
BZID-1304407959,8
BZID-1304407968,2
BZID-1304407971,3
BZID-1304407979,1
BZID-1304407980,1
BZID-1304407988,3
BZID-1304407989,3
BZID-1304407999,2
BZID-1304408006,5
BZID-1304408007,2
BZID-1304408012,5
BZID-1304408018,2
BZID-1304408020,2
BZID-1304408023,5
BZID-1304408024,3
BZID-1304408041,4
BZID-1304408044,3
BZID-1304408048,2
BZID-1304408051,9
BZID-1304408057,8
BZID-1304408059,1
BZID-1304408060,2
BZID-1304408063,2
BZID-1304408069,11
BZID-1304408071,4
BZID-1304408073,1
BZID-1304408084,4
BZID-1304408086,9
BZID-1304408089,7
BZID-1304408097,2
BZID-1304408102,1
BZID-1304408104,3
BZID-1304408112,1
BZID-1304408113,1
BZID-1304408115,5
BZID-1304408116,3
BZID-1304408119,5
BZID-1304408122,7
BZID-1304408127,9
BZID-1304408129,8
BZID-1304408130,11
BZID-1304408150,2
BZID-1304408155,10
BZID-1304408164,2
BZID-1304408171,6
BZID-1304408173,16
BZID-1304408175,5
BZID-1304408183,19
BZID-1304408191,2
BZID-1304408201,3
BZID-1304408204,1
BZID-1304408205,4
BZID-1304408207,5
BZID-1304408211,2
BZID-1304408217,1
BZID-1304408220,4
BZID-1304408222,11
BZID-1304408227,6
BZID-1304408229,9
BZID-1304408234,2
BZID-1304408240,6
BZID-1304408247,4
BZID-1304408250,1
BZID-1304408255,2
BZID-1304408264,1
BZID-1304408270,11
BZID-1304408279,2
BZID-1304408285,1
BZID-1304408287,2
BZID-1304408290,1
BZID-1304408291,3
BZID-1304408293,2
BZID-1304408296,2
BZID-1304408298,1
BZID-1304408317,2
BZID-1304408324,1
BZID-1304408326,1
BZID-1304408327,7
BZID-1304408330,4
BZID-1304408344,18
BZID-1304408359,3
BZID-1304408360,1
BZID-1304408362,1
BZID-1304408365,1
BZID-1304408368,4
BZID-1304408376,5
BZID-1304408390,2
BZID-1304408395,2
BZID-1304408404,4
BZID-1304408406,1
BZID-1304408407,2
BZID-1304408411,7
BZID-1304408414,1
BZID-1304408415,28
BZID-1304408424,1
BZID-1304408425,1
BZID-1304408428,2
BZID-1304408439,3
BZID-1304408441,2
BZID-1304408445,5
BZID-1304408452,5
BZID-1304408453,1
BZID-1304408456,3
BZID-1304408458,2
BZID-1304408461,3
BZID-1304408466,4
BZID-1304408470,4
BZID-1304408484,1
BZID-1304408496,3
BZID-1304408503,1
BZID-1304408504,8
BZID-1304408507,11
BZID-1304408509,1
BZID-1304408515,2
BZID-1304408521,1
BZID-1304408524,1
BZID-1304408528,6
BZID-1304408529,5
BZID-1304408532,4
BZID-1304408534,2
BZID-1304408537,8
BZID-1304408552,2
BZID-1304408560,1
BZID-1304408573,1
BZID-1304408580,1
BZID-1304408587,1
BZID-1304408595,3
BZID-1304408599,5
BZID-1304408604,1
BZID-1304408610,1
BZID-1304408611,1
BZID-1304408617,4
BZID-1304408626,1
BZID-1304408628,2
BZID-1304408632,7
BZID-1304408634,3
BZID-1304408641,1
BZID-1304408655,1
BZID-1304408657,1
BZID-1304408659,3
BZID-1304408663,4
BZID-1304408665,2
BZID-1304408669,1
BZID-1304408674,1
BZID-1304408675,1
BZID-1304408678,2
BZID-1304408687,8
BZID-1304408688,3
BZID-1304408689,1
BZID-1304408692,11
BZID-1304408694,29
BZID-1304408700,1
BZID-1304408715,5
BZID-1304408730,1
BZID-1304408740,1
BZID-1304408743,3
BZID-1304408753,9
BZID-1304408754,5
BZID-1304408756,4
BZID-1304408762,1
BZID-1304408766,1
BZID-1304408768,1
BZID-1304408770,2
BZID-1304408773,1
BZID-1304408774,1
BZID-1304408776,4
BZID-1304408779,24
BZID-1304408781,2
BZID-1304408789,1
BZID-1304408798,4
BZID-1304408807,3
BZID-1304408812,1
BZID-1304408818,4
BZID-1304408823,2
BZID-1304408827,2
BZID-1304408850,3
BZID-1304408862,4
BZID-1304408863,2
BZID-1304408865,1
BZID-1304408869,3
BZID-1304408870,2
BZID-1304408876,3
BZID-1304408887,12
BZID-1304408893,1
BZID-1304408895,6
BZID-1304408898,2
BZID-1304408900,1
BZID-1304408905,1
BZID-1304408917,10
BZID-1304408919,11
BZID-1304408921,2
BZID-1304408925,10
BZID-1304408926,17
BZID-1304408929,1
BZID-1304408933,12
BZID-1304408936,1
BZID-1304408938,19
BZID-1304408939,3
BZID-1304408941,6
BZID-1304408954,2
BZID-1304408958,6
BZID-1304408963,14
BZID-1304408964,3
BZID-1304408974,6
BZID-1304408977,3
BZID-1304408978,4
BZID-1304408981,1
BZID-1304408982,1
BZID-1304408988,5
BZID-1304408994,10
BZID-1304408995,6
BZID-1304409005,1
BZID-1304409011,3
BZID-1304409021,2
BZID-1304409030,6
BZID-1304409034,1
BZID-1304409036,5
BZID-1304409040,1
BZID-1304409041,6
BZID-1304409052,1
BZID-1304409053,6
BZID-1304409056,1
BZID-1304409059,8
BZID-1304409074,1
BZID-1304409086,7
BZID-1304409096,9
BZID-1304409100,1
BZID-1304409103,1
BZID-1304409117,1
BZID-1304409122,2
BZID-1304409126,1
BZID-1304409136,2
BZID-1304409139,2
BZID-1304409146,6
BZID-1304409148,4
BZID-1304409151,1
BZID-1304409196,1
BZID-1304409202,1
BZID-1304409203,4
BZID-1304409219,1
BZID-1304409226,8
BZID-1304409227,1
BZID-1304409262,2
BZID-1304409264,1
BZID-1304409275,5
BZID-1304409281,1
BZID-1304409293,16
BZID-1304409305,3
BZID-1304409314,1
BZID-1304409318,23
BZID-1304409321,5
BZID-1304409326,4
BZID-1304409332,7
BZID-1304409339,3
BZID-1304409351,2
BZID-1304409352,10
BZID-1304409369,2
BZID-1304409379,1
BZID-1304409382,1
BZID-1304409385,1
BZID-1304409386,1
BZID-1304409394,41
BZID-1304409397,3
BZID-1304409402,13
BZID-1304409412,4
BZID-1304409418,4
BZID-1304409425,1
BZID-1304409428,23
BZID-1304409431,1
BZID-1304409435,2
BZID-1304409436,3
BZID-1304409437,21
BZID-1304409444,8
BZID-1304409450,18
BZID-1304409464,11
BZID-1304409466,2
BZID-1304409476,1
BZID-1304409478,2
BZID-1304409493,1
BZID-1304409507,1
BZID-1304409510,7
BZID-1304409513,1
BZID-1304409514,1
BZID-1304409519,1
BZID-1304409522,4
BZID-1304409527,1
BZID-1304409531,1
BZID-1304409539,1
BZID-1304409540,3
BZID-1304409549,9
BZID-1304409555,11
BZID-1304409556,1
BZID-1304409564,59
BZID-1304409565,7
BZID-1304409566,11
BZID-1304409567,2
BZID-1304409569,1
BZID-1304409571,3
BZID-1304409572,1
BZID-1304409578,3
BZID-1304409580,1
BZID-1304409587,2
BZID-1304409590,6
BZID-1304409591,1
BZID-1304409597,1
BZID-1304409601,1
BZID-1304409606,1
BZID-1304409608,1
BZID-1304409624,4
BZID-1304409628,3
BZID-1304409631,1
BZID-1304409632,2
BZID-1304409634,17
BZID-1304409645,1
BZID-1304409646,1
BZID-1304409652,1
BZID-1304409653,21
BZID-1304409665,1
BZID-1304409668,2
BZID-1304409681,4
BZID-1304409684,1
BZID-1304409687,1
BZID-1304409688,1
BZID-1304409692,1
BZID-1304409704,1
BZID-1304409706,5
BZID-1304409720,1
BZID-1304409721,1
BZID-1304409722,3
BZID-1304409725,1
BZID-1304409726,1
BZID-1304409735,3
BZID-1304409737,1
BZID-1304409740,14
BZID-1304409741,2
BZID-1304409756,1
BZID-1304409765,1
BZID-1304409779,4
BZID-1304409781,10
BZID-1304409784,1
BZID-1304409788,1
BZID-1304409792,8
BZID-1304409794,2
BZID-1304409813,1
BZID-1304409816,8
BZID-1304409819,5
BZID-1304409820,1
BZID-1304409854,6
BZID-1304409858,5
BZID-1304409865,1
BZID-1304409874,1
BZID-1304409875,25
BZID-1304409887,3
BZID-1304409890,3
BZID-1304409892,1
BZID-1304409895,1
BZID-1304409897,3
BZID-1304409900,5
BZID-1304409901,4
BZID-1304409907,5
BZID-1304409921,40
BZID-1304409929,4
BZID-1304409930,1
BZID-1304409931,1
BZID-1304409939,4
BZID-1304409947,2
BZID-1304409949,2
BZID-1304409950,11
BZID-1304409953,1
BZID-1304409960,1
BZID-1304409969,11
BZID-1304409977,11
BZID-1304409980,1
BZID-1304409992,8
BZID-1304409995,2
BZID-1304410006,9
BZID-1304410009,1
BZID-1304410015,3
BZID-1304410019,4
BZID-1304410024,1
BZID-1304410026,2
BZID-1304410036,19
BZID-1304410045,9
BZID-1304410047,2
BZID-1304410050,1
BZID-1304410064,1
BZID-1304410072,13
BZID-1304410077,1
BZID-1304410082,1
BZID-1304410099,1
BZID-1304410105,7
BZID-1304410110,2
BZID-1304410115,3
BZID-1304410121,8
BZID-1304410124,2
BZID-1304410141,9
BZID-1304410149,1
BZID-1304410151,3
BZID-1304410154,6
BZID-1304410157,4
BZID-1304410162,9
BZID-1304410173,2
BZID-1304410175,1
BZID-1304410176,4
BZID-1304410178,6
BZID-1304410186,4
BZID-1304410190,1
BZID-1304410195,2
BZID-1304410200,2
BZID-1304410204,5
BZID-1304410208,6
BZID-1304410220,1
BZID-1304410230,2
BZID-1304410235,3
BZID-1304410240,1
BZID-1304410250,4
BZID-1304410258,1
BZID-1304410269,14
BZID-1304410275,2
BZID-1304410277,1
BZID-1304410281,1
BZID-1304410285,1
BZID-1304410293,15
BZID-1304410295,1
BZID-1304410300,1
BZID-1304410312,1
BZID-1304410317,4
BZID-1304410319,14
BZID-1304410322,1
BZID-1304410324,1
BZID-1304410330,1
BZID-1304410334,4
BZID-1304410335,1
BZID-1304410338,4
BZID-1304410357,4
BZID-1304410360,12
BZID-1304410363,2
BZID-1304410368,1
BZID-1304410371,1
BZID-1304410389,1
BZID-1304410391,1
BZID-1304410394,4
BZID-1304410402,6
BZID-1304410404,1
BZID-1304410405,1
BZID-1304410410,2
BZID-1304410422,38
BZID-1304410443,1
BZID-1304410444,1
BZID-1304410446,1
BZID-1304410449,5
BZID-1304410450,1
BZID-1304410451,3
BZID-1304410457,36
BZID-1304410470,3
BZID-1304410476,1
BZID-1304410493,3
BZID-1304410500,1
BZID-1304410510,3
BZID-1304410512,1
BZID-1304410520,1
BZID-1304410527,1
BZID-1304410535,3
BZID-1304410537,2
BZID-1304410549,8
BZID-1304410558,1
BZID-1304410559,2
BZID-1304410564,2
BZID-1304410580,7
BZID-1304410586,3
BZID-1304410587,1
BZID-1304410588,1
BZID-1304410599,4
BZID-1304410602,5
BZID-1304410605,1
BZID-1304410607,13
BZID-1304410609,3
BZID-1304410620,2
BZID-1304410623,18
BZID-1304410635,2
BZID-1304410640,2
BZID-1304410642,18
BZID-1304410645,1
BZID-1304410647,1
BZID-1304410650,2
BZID-1304410653,5
BZID-1304410656,5
BZID-1304410658,4
BZID-1304410659,3
BZID-1304410663,1
BZID-1304410672,20
BZID-1304410674,2
BZID-1304410680,17
BZID-1304410689,4
BZID-1304410690,5
BZID-1304410691,4
BZID-1304410708,2
BZID-1304410717,5
BZID-1304410732,2
BZID-1304410747,1
BZID-1304410749,2
BZID-1304410759,22
BZID-1304410762,3
BZID-1304410763,1
BZID-1304410765,2
BZID-1304410777,1
BZID-1304410779,2
BZID-1304410789,1
BZID-1304410796,1
BZID-1304410800,11
BZID-1304410802,3
BZID-1304410803,21
BZID-1304410847,15
BZID-1304410848,8
BZID-1304410865,2
BZID-1304410867,6
BZID-1304410871,2
BZID-1304410879,1
BZID-1304410884,2
BZID-1304410885,1
BZID-1304410893,1
BZID-1304410901,1
BZID-1304410905,2
BZID-1304410910,20
BZID-1304410914,26
BZID-1304410915,4
BZID-1304410917,1
BZID-1304410918,5
BZID-1304410925,5
BZID-1304410927,2
BZID-1304410931,10
BZID-1304410955,3
BZID-1304410956,2
BZID-1304410959,2
BZID-1304410967,1
BZID-1304410974,2
BZID-1304410978,1
BZID-1304410996,1
BZID-1304410998,1
BZID-1304410999,1
BZID-1304411009,19
BZID-1304411010,2
BZID-1304411015,1
BZID-1304411022,1
BZID-1304411028,6
BZID-1304411030,2
BZID-1304411031,1
BZID-1304411034,15
BZID-1304411035,1
BZID-1304411040,3
BZID-1304411041,2
BZID-1304411046,4
BZID-1304411051,3
BZID-1304411053,4
BZID-1304411054,7
BZID-1304411056,2
BZID-1304411058,2
BZID-1304411069,7
BZID-1304411071,10
BZID-1304411076,2
BZID-1304411077,2
BZID-1304411081,1
BZID-1304411087,5
BZID-1304411092,1
BZID-1304411094,1
BZID-1304411097,5
BZID-1304411104,2
BZID-1304411109,7
BZID-1304411111,7
BZID-1304411120,2
BZID-1304411128,2
BZID-1304411129,1
BZID-1304411131,7
BZID-1304411139,1
BZID-1304411140,10
BZID-1304411146,1
BZID-1304411148,5
BZID-1304411152,4
BZID-1304411154,1
BZID-1304411155,2
BZID-1304411158,2
BZID-1304411167,2
BZID-1304411175,10
BZID-1304411177,3
BZID-1304411180,2
BZID-1304411183,2
BZID-1304411187,1
BZID-1304411194,9
BZID-1304411196,1
BZID-1304411198,3
BZID-1304411202,3
BZID-1304411203,5
BZID-1304411204,5
BZID-1304411205,4
BZID-1304411215,1
BZID-1304411221,2
BZID-1304411224,1
BZID-1304411230,11
BZID-1304411235,2
BZID-1304411238,7
BZID-1304411239,2
BZID-1304411240,5
BZID-1304411244,6
BZID-1304411250,7
BZID-1304411252,1
BZID-1304411256,1
BZID-1304411268,2
BZID-1304411275,6
BZID-1304411276,17
BZID-1304411280,6
BZID-1304411283,4
BZID-1304411313,1
BZID-1304411315,1
BZID-1304411316,1
BZID-1304411320,4
BZID-1304411326,2
BZID-1304411327,5
BZID-1304411366,16
BZID-1304411367,6
BZID-1304411376,5
BZID-1304411377,1
BZID-1304411381,2
BZID-1304411401,2
BZID-1304411403,1
BZID-1304411405,3
BZID-1304411411,1
BZID-1304411413,3
BZID-1304411424,6
BZID-1304411439,1
BZID-1304411446,4
BZID-1304411460,3
BZID-1304411468,4
BZID-1304411495,1
BZID-1304411499,1
BZID-1304411514,4
BZID-1304411515,17
BZID-1304411520,3
BZID-1304411538,1
BZID-1304411540,1
BZID-1304411552,1
BZID-1304411554,1
BZID-1304411569,4
BZID-1304411570,13
BZID-1304411575,1
BZID-1304411576,3
BZID-1304411583,19
BZID-1304411589,1
BZID-1304411592,2
BZID-1304411594,16
BZID-1304411598,1
BZID-1304411611,1
BZID-1304411612,1
BZID-1304411624,16
