businessid,total_visits
BZID-1304461712,2
BZID-1304397531,2
BZID-1304432163,2
BZID-1304428354,2
BZID-1304423345,2
BZID-1304440117,2
BZID-1304459907,1
BZID-1304430133,1
BZID-1304393809,2
BZID-1304421923,2
BZID-1304372804,1
BZID-1304416464,2
BZID-1304407504,2
BZID-1304436278,4
BZID-1304425627,1
BZID-1304457468,2
BZID-1304439962,1
BZID-1304410482,1
BZID-1304418195,1
BZID-1304399994,1
BZID-1304387132,2
BZID-1304474716,1
BZID-1304422325,2
BZID-1304420906,2
BZID-1304459491,1
BZID-1304376080,1
BZID-1304460794,1
BZID-1304463183,3
BZID-1304407856,4
BZID-1304478438,1
BZID-1304428638,4
BZID-1304400061,2
BZID-1304381333,3
BZID-1304411200,1
BZID-1304406107,1
BZID-1304412524,9
BZID-1304390798,2
BZID-1304379474,1
BZID-1304389470,1
BZID-1304416953,2
BZID-1304451163,1
BZID-1304407913,1
BZID-1304381297,1
BZID-1304376192,1
BZID-1304382281,2
BZID-1304360533,1
BZID-1304421518,2
BZID-1304456007,2
BZID-1304377442,2
BZID-1304362162,3
BZID-1304427007,1
BZID-1304448383,1
BZID-1304427759,1
BZID-1304398711,2
BZID-1304421256,1
BZID-1304423259,2
BZID-1304376252,2
BZID-1304428825,1
BZID-1304428869,1
BZID-1304436016,1
BZID-1304416994,2
BZID-1304388745,1
BZID-1304422035,1
BZID-1304370644,2
BZID-1304415260,1
BZID-1304358278,1
BZID-1304408421,2
BZID-1304419440,1
BZID-1304413480,1
BZID-1304394094,2
BZID-1304416018,2
BZID-1304459940,1
BZID-1304430872,1
BZID-1304416126,1
BZID-1304420834,1
BZID-1304406511,1
BZID-1304380082,1
BZID-1304448858,1
BZID-1304363484,1
BZID-1304427580,2
BZID-1304459593,1
BZID-1304410975,2
BZID-1304393806,1
BZID-1304452132,1
BZID-1304400752,1
BZID-1304372626,1
BZID-1304386192,1
BZID-1304429291,2
BZID-1304476173,1
BZID-1304404863,1
BZID-1304358282,1
BZID-1304374331,1
BZID-1304388485,2
BZID-1304429308,2
BZID-1304480051,2
BZID-1304462614,1
BZID-1304450726,1
BZID-1304430520,2
BZID-1304385557,2
BZID-1304376807,1
BZID-1304436692,1
BZID-1304449490,1
BZID-1304382749,3
BZID-1304409147,2
BZID-1304608538,1
BZID-1304456344,1
BZID-1304451171,2
BZID-1304364212,1
BZID-1304429974,1
BZID-1304430437,1
BZID-1304449278,2
BZID-1304384310,7
BZID-1304400350,2
BZID-1304400695,2
BZID-1304407099,1
BZID-1304447669,1
BZID-1304397419,2
BZID-1304414512,1
BZID-1304407640,2
BZID-1304381053,2
BZID-1304437916,2
BZID-1304409143,2
BZID-1304434947,1
BZID-1304477787,1
BZID-1304475091,1
BZID-1304412584,1
BZID-1304407295,2
BZID-1304425441,1
BZID-1304415442,3
BZID-1304408345,2
BZID-1304357594,1
BZID-1304438460,1
BZID-1304430329,1
BZID-1304358938,1
BZID-1304393113,2
BZID-1304409246,3
BZID-1304463020,1
BZID-1304393896,1
BZID-1304409550,1
BZID-1304412608,1
BZID-1304389327,1
BZID-1304363247,1
BZID-1304419270,2
BZID-1304431806,2
BZID-1304412119,1
BZID-1304395341,4
BZID-1304397772,1
BZID-1304359891,1
BZID-1304415402,1
BZID-1304418347,2
BZID-1304409994,2
BZID-1304357674,8
BZID-1304375167,1
BZID-1304401812,1
BZID-1304427543,3
BZID-1304439553,2
BZID-1304453116,1
BZID-1304400243,1
BZID-1304406603,2
BZID-1304466489,1
BZID-1304374525,1
BZID-1304412719,1
BZID-1304390840,1
BZID-1304384019,1
BZID-1304398752,3
BZID-1304420304,2
BZID-1304422587,1
BZID-1304392806,1
BZID-1304372024,1
BZID-1304383697,5
BZID-1304400291,2
BZID-1304469572,2
BZID-1304359837,2
BZID-1304352458,2
BZID-1304411756,2
BZID-1304392081,1
BZID-1304400018,1
BZID-1304401286,3
BZID-1304401796,1
BZID-1304395062,2
BZID-1304421158,1
BZID-1304406686,1
BZID-1304472265,1
BZID-1304395196,2
BZID-1304422246,1
BZID-1304381817,1
BZID-1304416521,1
BZID-1304461642,2
BZID-1304427428,1
BZID-1304408321,1
BZID-1304409793,1
BZID-1304419436,1
BZID-1304459944,2
BZID-1304436345,3
BZID-1304396694,1
BZID-1304384859,1
BZID-1304415877,2
BZID-1304436397,1
BZID-1304603897,1
BZID-1304410066,1
BZID-1304350698,2
BZID-1304402963,2
BZID-1304425091,1
BZID-1304401059,1
BZID-1304373866,1
BZID-1304377421,1
BZID-1304428686,2
BZID-1304380929,1
BZID-1304418996,2
BZID-1304376045,2
BZID-1304428292,1
BZID-1304431081,2
BZID-1304370271,3
BZID-1304426061,2
BZID-1304378801,1
BZID-1304419244,1
BZID-1304438046,1
BZID-1304371025,1
BZID-1304442183,1
BZID-1304424780,1
BZID-1304388694,2
BZID-1304389405,1
BZID-1304392384,2
BZID-1304460012,1
BZID-1304408813,3
BZID-1304378787,2
BZID-1304402773,1
BZID-1304449466,1
BZID-1304391004,2
BZID-1304409648,2
BZID-1304457413,1
BZID-1304379079,2
BZID-1304392780,2
BZID-1304466017,1
BZID-1304420149,2
BZID-1304399148,2
BZID-1304426566,1
BZID-1304462715,2
BZID-1304401112,2
BZID-1304403323,2
BZID-1304462390,1
BZID-1304477359,1
BZID-1304422273,1
BZID-1304457460,1
BZID-1304469830,2
BZID-1304393292,1
BZID-1304417449,1
BZID-1304369766,1
BZID-1304349329,1
BZID-1304411759,2
BZID-1304461453,1
BZID-1304603205,1
BZID-1304430640,2
BZID-1304409874,1
BZID-1304412578,1
BZID-1304416998,1
BZID-1304405051,2
BZID-1304393142,1
BZID-1304435972,2
BZID-1304463662,1
BZID-1304365125,1
BZID-1304476650,1
BZID-1304386823,1
BZID-1304397357,2
BZID-1304463649,2
BZID-1304479638,1
BZID-1304475283,1
BZID-1304415296,3
BZID-1304438256,1
BZID-1304385806,1
BZID-1304391558,1
BZID-1304402043,1
BZID-1304456892,1
BZID-1304430197,1
BZID-1304362222,1
BZID-1304429558,2
BZID-1304418777,2
BZID-1304387209,1
BZID-1304420070,1
BZID-1304365432,1
BZID-1304403199,1
BZID-1304396453,1
BZID-1304362269,1
BZID-1304421173,1
BZID-1304410984,2
BZID-1304427738,2
BZID-1304453585,1
BZID-1304439316,1
BZID-1304449074,1
BZID-1304478933,1
BZID-1304376818,1
BZID-1304385718,1
BZID-1304367918,1
BZID-1304426178,1
BZID-1304390194,1
BZID-1304605814,1
BZID-1304475022,1
BZID-1304416976,1
BZID-1304469535,1
BZID-1304393206,1
BZID-1304434982,1
BZID-1304447588,2
BZID-1304380599,3
BZID-1304407598,1
BZID-1304447676,1
BZID-1304441964,2
BZID-1304413224,1
BZID-1304364718,2
BZID-1304398476,1
BZID-1304374240,1
BZID-1304423100,1
BZID-1304428399,1
BZID-1304380522,3
BZID-1304459411,2
BZID-1304434345,1
BZID-1304479337,1
BZID-1304390355,2
BZID-1304398708,1
BZID-1304477156,1
BZID-1304458827,1
BZID-1304422206,1
BZID-1304379169,1
BZID-1304448860,1
BZID-1304394872,1
BZID-1304470433,1
BZID-1304462195,1
BZID-1304406378,1
BZID-1304463146,1
BZID-1304462959,1
BZID-1304384966,2
BZID-1304364533,1
BZID-1304412732,1
BZID-1304406317,1
BZID-1304448889,1
BZID-1304349407,1
BZID-1304462381,1
BZID-1304363299,1
BZID-1304413285,2
BZID-1304403431,1
BZID-1304388778,1
BZID-1304359209,1
BZID-1304470480,3
BZID-1304478229,2
BZID-1304392499,1
BZID-1304402496,1
BZID-1304373401,1
BZID-1304439016,1
BZID-1304383364,2
BZID-1304370425,1
BZID-1304473786,1
BZID-1304408977,1
BZID-1304357757,1
BZID-1304426018,1
BZID-1304437810,1
BZID-1304380175,2
BZID-1304382955,2
BZID-1304422846,1
BZID-1304360593,1
BZID-1304423030,1
BZID-1304414424,1
BZID-1304361275,1
BZID-1304452154,1
BZID-1304473784,1
BZID-1304376202,1
BZID-1304389302,1
BZID-1304389427,1
BZID-1304474905,2
BZID-1304364128,1
BZID-1304448213,1
BZID-1304416547,2
BZID-1304377547,1
BZID-1304465544,1
BZID-1304388209,1
BZID-1304369908,3
BZID-1304384452,2
BZID-1304458122,1
BZID-1304462513,1
BZID-1304387930,1
BZID-1304415192,2
BZID-1304415607,2
BZID-1304375200,2
BZID-1304451198,1
BZID-1304405944,2
BZID-1304395943,1
BZID-1304412003,1
BZID-1304438486,1
BZID-1304419342,1
BZID-1304389633,1
BZID-1304474634,2
BZID-1304395733,2
BZID-1304370670,1
BZID-1304424688,1
BZID-1304419069,1
BZID-1304458436,2
BZID-1304441875,2
BZID-1304442733,2
BZID-1304372039,1
BZID-1304424028,2
BZID-1304417909,2
BZID-1304368826,1
BZID-1304459125,1
BZID-1304402352,4
BZID-1304428259,1
BZID-1304383127,1
BZID-1304467326,1
BZID-1304410673,2
BZID-1304425348,1
BZID-1304364883,1
BZID-1304460026,1
BZID-1304464769,2
BZID-1304397661,1
BZID-1304390476,1
BZID-1304476585,1
BZID-1304359802,2
BZID-1304400910,1
BZID-1304418750,1
BZID-1304458723,1
BZID-1304445447,1
BZID-1304386752,1
BZID-1304424333,2
BZID-1304429593,2
BZID-1304411456,2
BZID-1304358558,1
BZID-1304382743,1
BZID-1304435138,1
BZID-1304390207,1
BZID-1304459138,1
BZID-1304412162,1
BZID-1304438122,1
BZID-1304389296,1
BZID-1304415610,1
BZID-1304412687,1
BZID-1304424821,1
BZID-1304460187,1
BZID-1304418264,1
BZID-1304458278,1
BZID-1304415687,1
BZID-1304475580,1
BZID-1304368468,1
BZID-1304370953,1
BZID-1304436087,1
BZID-1304414519,1
BZID-1304431019,1
BZID-1304362115,1
BZID-1304426600,2
BZID-1304448693,1
BZID-1304419134,2
BZID-1304476075,1
BZID-1304394097,1
BZID-1304373363,1
BZID-1304461718,5
BZID-1304421520,1
BZID-1304437151,5
BZID-1304388259,1
BZID-1304444699,1
BZID-1304362814,5
BZID-1304439010,1
BZID-1304424654,1
BZID-1304428142,1
BZID-1304420077,1
BZID-1304415068,1
BZID-1304423108,1
BZID-1304410026,1
BZID-1304409843,1
BZID-1304360829,1
BZID-1304438686,1
BZID-1304406507,2
BZID-1304375576,1
BZID-1304419644,1
BZID-1304462933,2
BZID-1304403745,1
BZID-1304378493,1
BZID-1304439259,2
BZID-1304461076,1
BZID-1304461598,1
BZID-1304384507,1
BZID-1304358541,2
BZID-1304386683,2
BZID-1304478158,1
BZID-1304425601,2
BZID-1304376883,2
BZID-1304365041,1
BZID-1304403913,2
BZID-1304417447,1
BZID-1304405841,1
BZID-1304383885,2
BZID-1304444660,1
BZID-1304414131,1
BZID-1304400441,1
BZID-1304409523,2
BZID-1304478150,2
BZID-1304473596,2
BZID-1304403983,1
BZID-1304459131,1
BZID-1304449220,1
BZID-1304475833,1
BZID-1304456248,1
BZID-1304408667,1
BZID-1304447989,1
BZID-1304427876,1
BZID-1304458825,1
BZID-1304429950,2
BZID-1304434816,1
BZID-1304431637,1
BZID-1304406079,1
BZID-1304430965,1
BZID-1304425457,1
BZID-1304432655,1
BZID-1304456180,1
BZID-1304428960,2
BZID-1304415361,1
BZID-1304374479,2
BZID-1304381840,1
BZID-1304460929,1
BZID-1304364913,1
BZID-1304476667,1
BZID-1304428858,1
BZID-1304419341,1
BZID-1304379950,2
BZID-1304456967,2
BZID-1304430770,1
BZID-1304447987,1
BZID-1304424807,2
BZID-1304432667,1
BZID-1304405285,1
BZID-1304448901,2
BZID-1304420459,1
BZID-1304380176,1
BZID-1304388896,2
BZID-1304438892,1
BZID-1304407275,1
BZID-1304368606,1
BZID-1304362855,2
BZID-1304465213,2
BZID-1304461730,1
BZID-1304412495,1
BZID-1304377572,1
BZID-1304463151,2
BZID-1304466525,1
BZID-1304399620,1
BZID-1304393447,1
BZID-1304434817,1
BZID-1304461158,1
BZID-1304391381,1
BZID-1304360754,1
BZID-1304457729,1
BZID-1304411489,1
BZID-1304382325,1
BZID-1304400118,1
BZID-1304422827,2
BZID-1304469609,1
BZID-1304464757,2
BZID-1304425061,1
BZID-1304463198,1
BZID-1304364673,1
BZID-1304376520,3
BZID-1304420602,1
BZID-1304415609,1
BZID-1304394869,1
BZID-1304462009,1
BZID-1304362471,1
BZID-1304374147,1
BZID-1304412945,1
BZID-1304416481,1
BZID-1304464214,1
BZID-1304382599,1
BZID-1304407406,2
BZID-1304375466,1
BZID-1304364757,1
BZID-1304403451,3
BZID-1304393780,1
BZID-1304358010,2
BZID-1304362339,1
BZID-1304356808,1
BZID-1304410508,1
BZID-1304401990,2
BZID-1304408473,1
BZID-1304403172,3
BZID-1304392006,1
BZID-1304364337,1
BZID-1304437148,1
BZID-1304478708,1
BZID-1304403565,2
BZID-1304419805,1
BZID-1304366695,1
BZID-1304391279,1
BZID-1304380692,1
BZID-1304426347,1
BZID-1304400589,3
BZID-1304411677,1
BZID-1304390445,1
BZID-1304394747,2
BZID-1304418955,1
BZID-1304477562,1
BZID-1304448407,1
BZID-1304474156,1
BZID-1304479756,1
BZID-1304403866,1
BZID-1304453581,1
BZID-1304424629,1
BZID-1304424077,1
BZID-1304415596,2
BZID-1304448457,1
BZID-1304372133,1
BZID-1304385852,1
BZID-1304456329,1
BZID-1304414020,1
BZID-1304363583,1
BZID-1304376937,2
BZID-1304421871,1
BZID-1304407851,1
BZID-1304433823,1
BZID-1304430621,1
BZID-1304389091,2
BZID-1304395914,2
BZID-1304447719,1
BZID-1304422966,1
BZID-1304460998,1
BZID-1304423448,1
BZID-1304458642,1
BZID-1304428620,2
BZID-1304413877,1
BZID-1304427704,1
BZID-1304475061,1
BZID-1304398792,1
BZID-1304451383,1
BZID-1304420453,1
BZID-1304384303,1
BZID-1304475479,1
BZID-1304425420,1
BZID-1304379054,1
BZID-1304405256,1
BZID-1304388403,1
BZID-1304428217,1
BZID-1304408323,1
BZID-1304400391,1
BZID-1304472444,1
BZID-1304377339,1
BZID-1304384806,2
BZID-1304442199,1
BZID-1304474683,1
BZID-1304461395,1
BZID-1304421587,1
BZID-1304394234,1
BZID-1304435511,1
BZID-1304407488,1
BZID-1304424610,1
BZID-1304455988,1
BZID-1304474975,1
BZID-1304395214,4
BZID-1304436005,1
BZID-1304421468,1
BZID-1304385588,1
BZID-1304368859,1
BZID-1304410651,2
BZID-1304478271,1
BZID-1304381573,2
BZID-1304464266,1
BZID-1304445373,1
BZID-1304402371,2
BZID-1304467421,2
BZID-1304444970,1
BZID-1304463347,2
BZID-1304388517,3
BZID-1304381386,1
BZID-1304391894,2
BZID-1304395527,1
BZID-1304419654,1
BZID-1304354471,1
BZID-1304455730,1
BZID-1304419299,1
BZID-1304410648,1
BZID-1304394494,1
BZID-1304386514,2
BZID-1304477148,1
BZID-1304476626,1
BZID-1304426105,2
BZID-1304373951,1
BZID-1304455964,1
BZID-1304396832,2
BZID-1304421726,1
BZID-1304390726,1
BZID-1304398612,1
BZID-1304356184,1
BZID-1304605757,1
BZID-1304469467,1
BZID-1304455978,1
BZID-1304362926,1
BZID-1304462769,1
BZID-1304362781,1
BZID-1304400276,1
BZID-1304407143,1
BZID-1304434082,1
BZID-1304422008,2
BZID-1304412824,1
BZID-1304449489,1
BZID-1304401295,1
BZID-1304461427,1
BZID-1304407239,1
BZID-1304404401,2
BZID-1304350472,2
BZID-1304419595,1
BZID-1304459049,2
BZID-1304416233,1
BZID-1304420812,1
BZID-1304402379,1
BZID-1304475811,1
BZID-1304416078,1
BZID-1304378940,1
BZID-1304467062,1
BZID-1304397228,2
BZID-1304413081,2
BZID-1304354276,1
BZID-1304462517,1
BZID-1304427343,1
BZID-1304432714,1
BZID-1304450736,1
BZID-1304470762,1
BZID-1304418078,1
BZID-1304363262,1
BZID-1304411141,1
BZID-1304368354,1
BZID-1304380266,1
BZID-1304457787,1
BZID-1304435480,1
BZID-1304376721,1
BZID-1304416641,2
BZID-1304476987,1
BZID-1304414431,1
BZID-1304388651,1
BZID-1304402194,1
BZID-1304437118,1
BZID-1304376972,2
BZID-1304460589,2
BZID-1304422124,1
BZID-1304376463,1
BZID-1304413582,1
BZID-1304448923,1
BZID-1304381071,1
BZID-1304430066,1
BZID-1304419427,1
BZID-1304441193,1
BZID-1304412332,1
BZID-1304449374,1
BZID-1304478202,1
BZID-1304402917,2
BZID-1304428447,1
BZID-1304458717,1
BZID-1304421136,2
BZID-1304417057,1
BZID-1304411488,2
BZID-1304399401,2
BZID-1304449403,1
BZID-1304408225,1
BZID-1304395854,1
BZID-1304426993,1
BZID-1304382051,1
BZID-1304365438,2
BZID-1304461276,1
BZID-1304382254,1
BZID-1304430906,2
BZID-1304402234,1
BZID-1304379791,1
BZID-1304420820,1
BZID-1304368451,2
BZID-1304424363,1
BZID-1304411031,1
BZID-1304363126,1
BZID-1304369713,1
BZID-1304378322,2
BZID-1304456491,1
BZID-1304413693,1
BZID-1304359618,3
BZID-1304363300,1
BZID-1304445925,1
BZID-1304459960,2
BZID-1304362217,1
BZID-1304406407,2
BZID-1304372418,1
BZID-1304363303,1
BZID-1304473923,1
BZID-1304469033,1
BZID-1304437782,1
BZID-1304466947,1
BZID-1304413645,1
BZID-1304372135,1
BZID-1304355421,1
BZID-1304425071,1
BZID-1304463019,1
BZID-1304363609,2
BZID-1304384607,1
BZID-1304362570,2
BZID-1304366687,1
BZID-1304416160,1
BZID-1304362630,2
BZID-1304418952,1
BZID-1304398293,1
BZID-1304476456,1
BZID-1304399616,1
BZID-1304431177,1
BZID-1304399707,1
BZID-1304466822,2
BZID-1304416590,2
BZID-1304451149,1
BZID-1304463139,1
BZID-1304399737,1
BZID-1304466481,1
BZID-1304438589,1
BZID-1304408409,1
BZID-1304351993,1
BZID-1304415310,1
BZID-1304416266,1
BZID-1304402472,1
BZID-1304478630,2
BZID-1304433400,1
BZID-1304422397,1
BZID-1304393752,2
BZID-1304379893,1
BZID-1304415207,1
BZID-1304453155,1
BZID-1304386848,1
BZID-1304436590,2
BZID-1304409626,1
BZID-1304421662,1
BZID-1304463338,2
BZID-1304364051,2
BZID-1304414328,1
BZID-1304606079,1
BZID-1304420740,1
BZID-1304450739,1
BZID-1304366111,1
BZID-1304416963,1
BZID-1304407161,1
BZID-1304418329,1
BZID-1304448393,1
BZID-1304413095,1
BZID-1304393195,1
BZID-1304392863,1
BZID-1304373548,1
BZID-1304389052,1
BZID-1304426406,1
BZID-1304413472,2
BZID-1304446707,1
BZID-1304427345,2
BZID-1304415233,2
BZID-1304405799,2
BZID-1304419321,1
BZID-1304418434,1
BZID-1304395540,1
BZID-1304378713,3
BZID-1304389381,1
BZID-1304389506,1
BZID-1304436183,1
BZID-1304434037,2
BZID-1304420832,1
BZID-1304398330,1
BZID-1304398695,1
BZID-1304373343,1
BZID-1304426257,1
BZID-1304464924,1
BZID-1304460864,1
BZID-1304421253,1
BZID-1304423445,1
BZID-1304407982,1
BZID-1304399493,1
BZID-1304411248,1
BZID-1304408481,1
BZID-1304356637,1
BZID-1304402955,1
BZID-1304380504,1
BZID-1304408958,1
BZID-1304360726,1
BZID-1304407090,1
BZID-1304420296,1
BZID-1304457803,1
BZID-1304407522,1
BZID-1304455600,1
BZID-1304399999,1
BZID-1304439177,1
BZID-1304382659,1
BZID-1304426826,1
BZID-1304401712,1
BZID-1304396069,1
BZID-1304368016,1
BZID-1304438312,1
BZID-1304388607,1
BZID-1304395796,2
BZID-1304423718,2
BZID-1304425446,1
BZID-1304406319,2
BZID-1304429676,1
BZID-1304458184,1
BZID-1304363519,1
BZID-1304462525,1
BZID-1304409973,1
BZID-1304416756,2
BZID-1304376943,1
BZID-1304366529,1
BZID-1304424544,1
BZID-1304430462,1
BZID-1304375697,1
BZID-1304450924,1
BZID-1304449073,2
BZID-1304392245,1
BZID-1304412997,1
BZID-1304371658,1
BZID-1304455799,1
BZID-1304451724,1
BZID-1304471331,1
BZID-1304380485,1
BZID-1304391822,1
BZID-1304465913,1
BZID-1304476578,1
BZID-1304417086,1
BZID-1304377777,1
BZID-1304373221,1
BZID-1304370628,1
BZID-1304378898,1
BZID-1304398947,1
BZID-1304364453,1
BZID-1304448917,1
BZID-1304606204,1
BZID-1304394428,1
BZID-1304415406,2
BZID-1304394151,1
BZID-1304424431,1
BZID-1304464585,1
BZID-1304446136,1
BZID-1304400753,1
BZID-1304409012,1
BZID-1304393514,1
BZID-1304446532,1
BZID-1304462452,1
BZID-1304472381,1
BZID-1304443841,1
BZID-1304414690,1
BZID-1304371021,1
BZID-1304420709,1
BZID-1304359298,2
BZID-1304369574,1
BZID-1304370991,1
BZID-1304400165,1
BZID-1304409544,1
BZID-1304441023,1
BZID-1304435393,1
BZID-1304361024,1
BZID-1304381974,1
BZID-1304469813,3
BZID-1304381015,1
BZID-1304405543,1
BZID-1304463833,1
BZID-1304406449,1
BZID-1304408301,1
BZID-1304462927,1
BZID-1304407052,1
BZID-1304401411,1
BZID-1304427478,1
BZID-1304418654,1
BZID-1304410657,1
BZID-1304398811,1
BZID-1304424680,1
BZID-1304449207,1
BZID-1304435777,1
BZID-1304373411,1
BZID-1304353368,1
BZID-1304460760,1
BZID-1304437165,1
BZID-1304357505,1
BZID-1304421390,1
BZID-1304376002,1
BZID-1304362604,1
BZID-1304367646,1
BZID-1304375308,1
BZID-1304425361,1
BZID-1304387186,1
BZID-1304434934,1
BZID-1304369406,1
BZID-1304391480,1
BZID-1304415506,1
BZID-1304419424,1
BZID-1304393998,1
BZID-1304473505,1
BZID-1304424985,1
BZID-1304421887,1
BZID-1304474904,1
BZID-1304399431,1
BZID-1304435820,1
BZID-1304410994,1
BZID-1304372594,1
BZID-1304412361,1
BZID-1304405233,1
BZID-1304477861,1
BZID-1304396693,1
BZID-1304406405,1
BZID-1304451106,1
BZID-1304374323,1
BZID-1304374412,2
BZID-1304477841,1
BZID-1304429097,1
BZID-1304400095,1
BZID-1304422057,1
BZID-1304406111,1
BZID-1304386927,1
BZID-1304399758,1
BZID-1304476464,1
BZID-1304363638,1
BZID-1304420884,1
BZID-1304370338,1
BZID-1304416076,1
BZID-1304476774,1
BZID-1304393601,1
BZID-1304407310,1
BZID-1304412797,1
BZID-1304394615,1
BZID-1304426721,1
BZID-1304373923,1
BZID-1304383089,1
BZID-1304457992,1
BZID-1304470680,1
BZID-1304412936,1
BZID-1304426569,1
BZID-1304377668,1
BZID-1304422250,1
BZID-1304399655,1
BZID-1304370964,1
BZID-1304419227,1
BZID-1304410911,1
BZID-1304458853,1
BZID-1304410147,1
BZID-1304428981,1
BZID-1304386940,1
BZID-1304463325,1
BZID-1304435929,1
BZID-1304471158,1
BZID-1304407622,1
BZID-1304456020,1
BZID-1304439219,1
BZID-1304426976,1
BZID-1304379911,1
BZID-1304448773,1
BZID-1304439198,1
BZID-1304426897,1
BZID-1304443597,1
BZID-1304438679,1
BZID-1304459228,2
BZID-1304463140,3
BZID-1304412329,2
BZID-1304457531,1
BZID-1304426144,1
BZID-1304397065,2
BZID-1304397655,1
BZID-1304350409,2
BZID-1304373941,1
BZID-1304422154,1
BZID-1304401335,1
BZID-1304450433,1
BZID-1304418449,1
BZID-1304433054,1
BZID-1304375711,2
BZID-1304422232,1
BZID-1304362623,2
BZID-1304459634,2
BZID-1304403263,6
BZID-1304390820,4
BZID-1304477636,1
BZID-1304379536,2
BZID-1304392490,2
BZID-1304478486,1
BZID-1304463266,3
BZID-1304406667,4
BZID-1304380460,2
BZID-1304408722,2
BZID-1304384868,1
BZID-1304420899,1
BZID-1304362198,1
BZID-1304359502,1
BZID-1304479640,1
BZID-1304432514,1
BZID-1304399305,1
BZID-1304404556,3
BZID-1304365368,3
BZID-1304408053,1
BZID-1304429095,1
BZID-1304419403,1
BZID-1304384256,3
BZID-1304383197,1
BZID-1304371930,2
BZID-1304418469,2
BZID-1304374261,2
BZID-1304398915,2
BZID-1304380132,3
BZID-1304383346,1
BZID-1304376223,2
BZID-1304386174,1
BZID-1304428836,1
BZID-1304436761,1
BZID-1304429613,2
BZID-1304394908,1
BZID-1304424232,1
BZID-1304399396,1
BZID-1304479628,1
BZID-1304381204,1
BZID-1304450148,2
BZID-1304473053,1
BZID-1304469306,1
BZID-1304418753,2
BZID-1304415712,2
BZID-1304379349,1
BZID-1304432499,1
BZID-1304401531,1
BZID-1304463271,1
BZID-1304448526,1
BZID-1304414107,1
BZID-1304477165,1
BZID-1304359542,1
BZID-1304418506,2
BZID-1304447935,1
BZID-1304405813,1
BZID-1304419276,3
BZID-1304416593,2
BZID-1304410494,1
BZID-1304381701,1
BZID-1304441860,1
BZID-1304373773,1
BZID-1304371837,3
BZID-1304407915,1
BZID-1304359102,2
BZID-1304370005,1
BZID-1304449052,1
BZID-1304398439,2
BZID-1304434557,1
BZID-1304436428,2
BZID-1304412783,1
BZID-1304411271,2
BZID-1304423339,1
BZID-1304463295,2
BZID-1304394396,10
BZID-1304360759,1
BZID-1304411590,2
BZID-1304410030,1
BZID-1304395044,1
BZID-1304380142,1
BZID-1304465114,1
BZID-1304473045,1
BZID-1304444886,1
BZID-1304393749,2
BZID-1304411899,8
BZID-1304444528,1
BZID-1304363420,2
BZID-1304371909,3
BZID-1304410498,1
BZID-1304379113,3
BZID-1304381927,1
BZID-1304464077,1
BZID-1304403046,2
BZID-1304444798,1
BZID-1304466370,1
BZID-1304434396,2
BZID-1304463910,1
BZID-1304412201,2
BZID-1304463107,1
BZID-1304428499,1
BZID-1304448222,2
BZID-1304369156,3
BZID-1304442002,1
BZID-1304424919,2
BZID-1304425929,2
BZID-1304471596,2
BZID-1304376989,2
BZID-1304370503,1
BZID-1304416253,1
BZID-1304404085,2
BZID-1304472407,1
BZID-1304368502,1
BZID-1304402075,2
BZID-1304379463,2
BZID-1304423689,1
BZID-1304404460,2
BZID-1304417519,3
BZID-1304477867,1
BZID-1304406714,1
BZID-1304431677,3
BZID-1304373160,1
BZID-1304474373,2
BZID-1304368759,1
BZID-1304401536,2
BZID-1304435610,4
BZID-1304405298,1
BZID-1304360970,1
BZID-1304475111,1
BZID-1304474729,1
BZID-1304407617,2
BZID-1304378983,1
BZID-1304461903,1
BZID-1304405097,2
BZID-1304368752,2
BZID-1304388932,1
BZID-1304389795,2
BZID-1304399400,1
BZID-1304421713,2
BZID-1304368693,2
BZID-1304376608,2
BZID-1304419015,1
BZID-1304388684,2
BZID-1304364129,1
BZID-1304415297,2
BZID-1304460156,1
BZID-1304379693,3
BZID-1304396677,4
BZID-1304394803,1
BZID-1304382539,1
BZID-1304385400,2
BZID-1304414966,3
BZID-1304434231,2
BZID-1304479773,3
BZID-1304379555,2
BZID-1304389609,1
BZID-1304428275,2
BZID-1304430553,1
BZID-1304427046,1
BZID-1304461579,1
BZID-1304393995,1
BZID-1304465133,1
BZID-1304608529,2
BZID-1304424323,2
BZID-1304361175,1
BZID-1304408153,2
BZID-1304411262,2
BZID-1304410841,4
BZID-1304458523,1
BZID-1304363579,2
BZID-1304424349,3
BZID-1304461115,3
BZID-1304381001,2
BZID-1304459936,2
BZID-1304462348,1
BZID-1304469706,1
BZID-1304427186,2
BZID-1304379727,2
BZID-1304381359,2
BZID-1304376076,4
BZID-1304435246,3
BZID-1304421582,2
BZID-1304424101,2
BZID-1304405796,1
BZID-1304441554,1
BZID-1304414986,1
BZID-1304461052,2
BZID-1304358653,1
BZID-1304474272,1
BZID-1304430570,1
BZID-1304414150,2
BZID-1304392922,2
BZID-1304384622,2
BZID-1304417549,2
BZID-1304434380,1
BZID-1304387833,2
BZID-1304412740,2
BZID-1304418596,2
BZID-1304400279,1
BZID-1304406819,2
BZID-1304422976,2
BZID-1304462255,3
BZID-1304415211,1
BZID-1304363507,1
BZID-1304402058,1
BZID-1304439224,1
BZID-1304422550,1
BZID-1304474885,1
BZID-1304608614,1
BZID-1304463739,1
