businessid,total_visits
BZID-1304417716,1
BZID-1304609727,1
BZID-1304600243,1
BZID-1304437833,1
BZID-1304416867,1
BZID-1304386129,1
BZID-1304425574,1
BZID-1304459368,1
BZID-1304402960,1
BZID-1304372152,1
BZID-1304401293,1
BZID-1304370799,1
BZID-1304416393,1
BZID-1304395752,1
BZID-1304438747,1
BZID-1304479489,1
BZID-1304423921,1
BZID-1304435707,1
BZID-1304417867,2
BZID-1304366724,1
BZID-1304374241,1
BZID-1304363082,1
BZID-1304429342,1
BZID-1304590368,1
BZID-1304418748,1
BZID-1304451184,2
BZID-1304400025,1
BZID-1304463070,1
BZID-1304357861,1
BZID-1304567758,1
BZID-1304374966,1
BZID-1304427181,1
BZID-1304355796,1
BZID-1304412628,1
BZID-1304394694,1
BZID-1304379638,1
BZID-1304393285,1
BZID-1304402977,1
BZID-1304350615,1
BZID-1304362350,1
BZID-1304399295,1
BZID-1304412520,1
BZID-1304422653,1
BZID-1304430787,1
BZID-1304415543,1
BZID-1304461226,1
BZID-1304440497,1
BZID-1304427714,1
BZID-1304392076,1
BZID-1304424678,1
BZID-1304565387,1
BZID-1304360374,1
BZID-1304380700,1
BZID-1304378209,1
BZID-1304417847,1
BZID-1304419746,1
BZID-1304392761,1
BZID-1304420126,1
BZID-1304359773,2
BZID-1304606419,1
BZID-1304426990,1
BZID-1304406916,1
BZID-1304403702,1
BZID-1304414625,1
BZID-1304367862,2
BZID-1304428939,1
BZID-1304457449,4
BZID-1304355307,1
BZID-1304393083,1
BZID-1304397921,1
BZID-1304409091,3
BZID-1304610572,1
BZID-1304437147,1
BZID-1304466603,1
BZID-1304363219,1
BZID-1304425456,2
BZID-1304459037,1
BZID-1304392004,3
BZID-1304365297,3
BZID-1304422416,1
BZID-1304425336,2
BZID-1304438633,2
BZID-1304430575,1
BZID-1304378934,2
BZID-1304416477,1
BZID-1304412654,2
BZID-1304466085,2
BZID-1304429605,1
BZID-1304413188,1
BZID-1304420084,2
BZID-1304381934,1
BZID-1304388519,1
BZID-1304404903,1
BZID-1304406505,1
BZID-1304408140,1
BZID-1304429801,1
BZID-1304399356,1
BZID-1304408260,2
BZID-1304402622,1
BZID-1304450017,5
BZID-1304368274,1
BZID-1304450166,1
BZID-1304421910,1
BZID-1304392828,2
BZID-1304599940,1
BZID-1304430418,1
BZID-1304451761,2
BZID-1304610508,1
BZID-1304425407,1
BZID-1304467020,4
BZID-1304471703,1
BZID-1304400224,1
BZID-1304359609,2
BZID-1304423746,1
BZID-1304438671,2
BZID-1304349484,2
BZID-1304559373,1
BZID-1304419648,1
BZID-1304414812,1
BZID-1304565572,1
BZID-1304379462,1
BZID-1304408008,1
BZID-1304416284,1
BZID-1304559434,1
BZID-1304437164,1
BZID-1304422383,1
BZID-1304364331,2
BZID-1304390872,1
BZID-1304598248,1
BZID-1304410934,1
BZID-1304415077,2
BZID-1304398754,1
BZID-1304448851,1
BZID-1304421757,1
BZID-1304352639,1
BZID-1304350976,2
BZID-1304386444,1
BZID-1304372462,1
BZID-1304414792,2
BZID-1304414139,3
BZID-1304367925,1
BZID-1304429141,1
BZID-1304465198,1
BZID-1304416608,2
BZID-1304351081,2
BZID-1304418092,1
BZID-1304435653,1
BZID-1304407462,1
BZID-1304377877,3
BZID-1304423478,1
BZID-1304429253,1
BZID-1304370589,1
BZID-1304414606,1
BZID-1304378295,1
BZID-1304435269,1
BZID-1304436803,1
BZID-1304397377,1
BZID-1304380881,1
BZID-1304407232,1
BZID-1304421657,1
BZID-1304372415,2
BZID-1304426961,1
BZID-1304420996,1
BZID-1304381002,1
BZID-1304474718,2
BZID-1304544269,1
BZID-1304409888,1
BZID-1304473066,1
BZID-1304428816,1
BZID-1304388422,2
BZID-1304399477,1
BZID-1304383434,1
BZID-1304436825,1
BZID-1304392766,1
BZID-1304378255,1
BZID-1304414728,1
BZID-1304420978,1
BZID-1304417495,1
BZID-1304414600,1
BZID-1304351058,1
BZID-1304429849,1
BZID-1304401432,2
BZID-1304448884,1
BZID-1304609279,2
BZID-1304394009,1
BZID-1304352148,1
BZID-1304366606,1
BZID-1304395529,2
BZID-1304470295,2
BZID-1304430530,1
BZID-1304379564,1
BZID-1304609934,2
BZID-1304399318,1
BZID-1304405565,1
BZID-1304365714,1
BZID-1304376765,1
BZID-1304419936,1
BZID-1304395115,1
BZID-1304460853,1
BZID-1304427697,1
BZID-1304411957,1
BZID-1304352841,1
BZID-1304412909,1
BZID-1304399333,2
BZID-1304372800,1
BZID-1304394982,3
BZID-1304458396,1
BZID-1304398550,1
BZID-1304474321,1
BZID-1304427629,1
BZID-1304391621,2
BZID-1304381734,2
BZID-1304387064,1
BZID-1304422084,1
BZID-1304471186,1
BZID-1304360098,1
BZID-1304420866,1
BZID-1304374405,4
BZID-1304388521,2
BZID-1304428555,2
BZID-1304458750,1
BZID-1304419596,2
BZID-1304374634,1
BZID-1304414506,1
BZID-1304406234,1
BZID-1304471233,1
BZID-1304458650,1
BZID-1304353553,1
BZID-1304389133,1
BZID-1304424454,1
BZID-1304461635,1
BZID-1304409496,1
BZID-1304374229,2
BZID-1304426855,1
BZID-1304360256,2
BZID-1304404933,1
BZID-1304410924,2
BZID-1304407136,1
BZID-1304365314,1
BZID-1304364641,2
BZID-1304460630,1
BZID-1304471508,1
BZID-1304600839,1
BZID-1304362470,2
BZID-1304374445,1
BZID-1304561998,1
BZID-1304415255,1
BZID-1304357555,1
BZID-1304450927,1
BZID-1304419443,1
BZID-1304374472,1
BZID-1304397869,1
BZID-1304603673,2
BZID-1304430880,1
BZID-1304385250,1
BZID-1304364031,1
BZID-1304438518,1
BZID-1304379792,1
BZID-1304411663,1
BZID-1304412523,1
BZID-1304406497,2
BZID-1304376245,1
BZID-1304393382,1
BZID-1304387503,1
BZID-1304370672,1
BZID-1304414218,1
BZID-1304381833,1
BZID-1304428945,2
BZID-1304382966,1
BZID-1304417159,2
BZID-1304472843,1
BZID-1304381470,1
BZID-1304417004,1
BZID-1304395181,1
BZID-1304375678,2
BZID-1304414185,1
BZID-1304421913,1
BZID-1304399996,1
BZID-1304413230,1
BZID-1304462972,2
BZID-1304600699,1
BZID-1304350466,1
BZID-1304366585,2
BZID-1304421190,1
BZID-1304406068,1
BZID-1304359794,1
BZID-1304427094,1
BZID-1304386949,1
BZID-1304463149,2
BZID-1304472778,1
BZID-1304381575,1
BZID-1304462841,1
BZID-1304457388,1
BZID-1304427553,2
BZID-1304407682,1
BZID-1304478446,1
BZID-1304376539,1
BZID-1304366207,1
BZID-1304437425,1
BZID-1304386144,1
BZID-1304382772,1
BZID-1304450797,1
BZID-1304404969,1
BZID-1304412355,1
BZID-1304448670,1
BZID-1304423268,1
BZID-1304469014,1
BZID-1304607420,1
BZID-1304410152,1
BZID-1304414342,1
BZID-1304407064,1
BZID-1304403525,1
BZID-1304358451,1
BZID-1304370284,1
BZID-1304407378,1
BZID-1304476045,1
BZID-1304367628,1
BZID-1304434251,1
BZID-1304610641,1
BZID-1304392586,1
BZID-1304416512,1
BZID-1304461126,1
BZID-1304450802,1
BZID-1304430953,1
BZID-1304464956,1
BZID-1304435454,1
BZID-1304427151,1
BZID-1304422595,1
BZID-1304386880,1
BZID-1304429571,1
BZID-1304470841,1
BZID-1304423270,1
BZID-1304383244,1
BZID-1304463145,1
BZID-1304420890,1
BZID-1304410256,1
BZID-1304361273,1
BZID-1304467016,1
BZID-1304408468,1
BZID-1304425746,1
BZID-1304435867,1
BZID-1304391839,1
BZID-1304466866,1
BZID-1304356426,1
BZID-1304397476,1
BZID-1304445655,1
BZID-1304378728,1
BZID-1304431779,1
BZID-1304430178,1
BZID-1304400601,1
BZID-1304429733,1
BZID-1304596774,1
BZID-1304474263,1
BZID-1304417983,2
BZID-1304385635,2
BZID-1304400826,1
BZID-1304398416,1
BZID-1304610749,1
BZID-1304399322,1
BZID-1304388693,1
BZID-1304430924,1
BZID-1304363828,1
BZID-1304388998,1
BZID-1304446005,1
BZID-1304462801,1
BZID-1304460665,1
BZID-1304381434,2
BZID-1304404951,1
BZID-1304408234,1
BZID-1304424893,1
BZID-1304415704,1
BZID-1304436019,1
BZID-1304405921,1
BZID-1304411035,1
BZID-1304353445,1
BZID-1304359285,1
BZID-1304374265,1
BZID-1304396425,1
BZID-1304562288,2
BZID-1304397783,1
BZID-1304395835,1
BZID-1304375094,1
BZID-1304424857,1
BZID-1304438393,1
BZID-1304377660,1
BZID-1304420469,1
BZID-1304598837,1
BZID-1304421169,1
BZID-1304450913,1
BZID-1304399428,1
BZID-1304437186,2
BZID-1304389383,1
BZID-1304473504,2
BZID-1304425287,1
BZID-1304399350,1
BZID-1304422661,2
BZID-1304440336,1
BZID-1304423318,1
BZID-1304461873,1
BZID-1304458244,2
BZID-1304412042,1
BZID-1304442793,1
BZID-1304362913,1
BZID-1304376010,1
BZID-1304429718,1
BZID-1304462707,1
BZID-1304517870,1
BZID-1304460592,1
BZID-1304463022,1
BZID-1304410863,1
BZID-1304409657,1
BZID-1304417292,1
BZID-1304392128,1
BZID-1304409464,1
BZID-1304388805,2
BZID-1304385002,1
BZID-1304466785,2
BZID-1304427032,1
BZID-1304421991,1
BZID-1304429045,1
BZID-1304374446,1
BZID-1304397018,1
BZID-1304393781,1
BZID-1304373407,1
BZID-1304355728,1
BZID-1304420015,1
BZID-1304466140,1
BZID-1304414791,1
BZID-1304392774,1
BZID-1304382336,1
BZID-1304410831,2
BZID-1304420108,2
BZID-1304395989,2
BZID-1304599420,1
BZID-1304382932,1
BZID-1304456169,1
BZID-1304399354,1
BZID-1304401628,1
BZID-1304422311,1
BZID-1304422557,1
BZID-1304359588,2
BZID-1304425082,1
BZID-1304387820,2
BZID-1304373794,1
BZID-1304604837,1
BZID-1304383483,2
BZID-1304610264,1
BZID-1304451219,1
BZID-1304417108,1
BZID-1304409693,1
BZID-1304393147,1
BZID-1304353990,1
BZID-1304401537,1
BZID-1304422903,1
BZID-1304595167,1
BZID-1304455755,2
BZID-1304395721,1
BZID-1304362201,1
BZID-1304420085,1
BZID-1304371782,1
BZID-1304436098,1
BZID-1304411832,1
BZID-1304392628,2
BZID-1304423016,1
BZID-1304372812,1
BZID-1304609186,1
BZID-1304369236,1
BZID-1304366150,1
BZID-1304450450,1
BZID-1304360760,1
BZID-1304467826,1
BZID-1304428352,1
BZID-1304373310,1
BZID-1304429245,1
BZID-1304610599,1
BZID-1304356953,1
BZID-1304392382,1
BZID-1304456373,1
BZID-1304606577,1
BZID-1304457264,1
BZID-1304413341,1
BZID-1304409058,1
BZID-1304418617,1
BZID-1304378005,2
BZID-1304386157,1
BZID-1304362574,1
BZID-1304426664,1
BZID-1304432126,2
BZID-1304404423,1
BZID-1304421839,1
BZID-1304396866,2
BZID-1304425940,1
BZID-1304399446,1
BZID-1304605345,1
BZID-1304470619,1
BZID-1304438717,2
BZID-1304471137,1
BZID-1304384976,2
BZID-1304560721,1
BZID-1304412815,1
BZID-1304400375,2
BZID-1304438591,1
BZID-1304604806,1
BZID-1304395385,1
BZID-1304416163,1
BZID-1304384637,2
BZID-1304420214,1
BZID-1304408944,1
BZID-1304388549,1
BZID-1304458315,1
BZID-1304415889,1
BZID-1304380303,1
BZID-1304476147,1
BZID-1304411990,1
BZID-1304460436,1
BZID-1304390917,1
BZID-1304400628,1
BZID-1304446696,2
BZID-1304373710,1
BZID-1304375196,1
BZID-1304422443,1
BZID-1304410711,1
BZID-1304419229,1
BZID-1304455984,1
BZID-1304398676,1
BZID-1304449110,1
BZID-1304382987,1
BZID-1304422831,1
BZID-1304372509,1
BZID-1304349660,1
BZID-1304369658,1
BZID-1304398948,1
BZID-1304608351,1
BZID-1304424990,1
BZID-1304457352,1
BZID-1304397723,1
BZID-1304430705,1
BZID-1304425881,1
BZID-1304416355,1
BZID-1304461138,1
BZID-1304375675,1
BZID-1304368101,1
BZID-1304399772,1
BZID-1304387753,1
BZID-1304389086,1
BZID-1304424872,1
BZID-1304374550,1
BZID-1304383068,1
BZID-1304426338,1
BZID-1304422869,1
BZID-1304438253,1
BZID-1304409461,1
BZID-1304380464,1
BZID-1304435603,1
BZID-1304428102,1
BZID-1304404249,2
BZID-1304430774,1
BZID-1304473022,1
BZID-1304392789,1
BZID-1304391259,1
BZID-1304449193,1
BZID-1304365435,1
BZID-1304424548,1
BZID-1304408712,1
BZID-1304392529,1
BZID-1304382773,1
BZID-1304383685,1
BZID-1304358288,1
BZID-1304463849,1
BZID-1304461633,1
BZID-1304462689,1
BZID-1304376487,1
BZID-1304402916,1
BZID-1304427249,1
BZID-1304408213,1
BZID-1304405673,1
BZID-1304427149,1
BZID-1304412347,1
BZID-1304419017,1
BZID-1304427528,1
BZID-1304397853,1
BZID-1304413868,1
BZID-1304596742,1
BZID-1304425910,2
BZID-1304356430,2
BZID-1304416334,1
BZID-1304424386,2
BZID-1304435736,1
BZID-1304420929,1
BZID-1304389676,2
BZID-1304402980,2
BZID-1304416816,1
BZID-1304413146,2
BZID-1304390774,1
BZID-1304386916,3
BZID-1304463333,1
BZID-1304459046,1
BZID-1304430559,1
BZID-1304407521,1
BZID-1304425823,1
BZID-1304383548,1
BZID-1304426568,4
BZID-1304422988,1
BZID-1304396808,3
BZID-1304367731,2
BZID-1304414721,1
BZID-1304427045,1
BZID-1304454033,1
BZID-1304399856,2
BZID-1304383442,1
BZID-1304413998,1
BZID-1304430755,1
BZID-1304397411,2
BZID-1304411305,1
BZID-1304354539,1
BZID-1304429365,1
BZID-1304361163,1
BZID-1304607948,1
BZID-1304362320,1
BZID-1304395967,1
BZID-1304610651,1
BZID-1304436644,1
BZID-1304459812,1
BZID-1304418007,1
BZID-1304371563,1
BZID-1304406348,2
BZID-1304459915,1
BZID-1304376821,1
BZID-1304391382,2
BZID-1304349187,1
BZID-1304371828,1
BZID-1304395392,2
BZID-1304445721,2
BZID-1304411861,1
BZID-1304416255,1
BZID-1304600545,2
BZID-1304359825,1
BZID-1304392685,1
BZID-1304394451,1
BZID-1304425301,1
BZID-1304426157,1
BZID-1304395979,1
BZID-1304391762,1
BZID-1304393618,1
BZID-1304391464,1
BZID-1304377617,1
BZID-1304414496,1
BZID-1304355672,1
BZID-1304424974,1
BZID-1304459208,1
BZID-1304360787,1
BZID-1304389054,1
BZID-1304409111,1
BZID-1304356483,1
BZID-1304363962,1
BZID-1304387705,1
BZID-1304376013,1
BZID-1304352487,1
BZID-1304411774,1
BZID-1304423980,2
BZID-1304349664,1
BZID-1304421888,2
BZID-1304474475,1
BZID-1304423748,1
BZID-1304407697,1
BZID-1304422108,1
BZID-1304369858,1
BZID-1304429240,1
BZID-1304350252,2
BZID-1304418744,1
BZID-1304422249,1
BZID-1304368711,1
BZID-1304380079,2
BZID-1304412930,1
BZID-1304376637,2
BZID-1304560890,1
BZID-1304394089,1
BZID-1304374834,2
BZID-1304469079,2
BZID-1304424417,1
BZID-1304438750,1
BZID-1304378773,1
BZID-1304369410,1
BZID-1304365317,1
BZID-1304412156,1
BZID-1304425104,1
BZID-1304565418,1
BZID-1304435306,1
BZID-1304561643,1
BZID-1304460790,1
BZID-1304424571,1
BZID-1304424731,1
BZID-1304475382,1
BZID-1304374196,3
BZID-1304412257,1
BZID-1304380425,1
BZID-1304413139,1
BZID-1304380673,2
BZID-1304352635,1
BZID-1304357105,1
BZID-1304360983,1
BZID-1304376346,1
BZID-1304396499,1
BZID-1304473363,1
BZID-1304401074,1
BZID-1304413454,1
BZID-1304411796,1
BZID-1304375302,2
BZID-1304412394,2
BZID-1304422091,1
BZID-1304426122,1
BZID-1304358094,2
BZID-1304400591,1
BZID-1304355024,1
BZID-1304604914,1
BZID-1304469906,1
BZID-1304460103,1
BZID-1304433975,1
BZID-1304419776,1
BZID-1304603722,3
BZID-1304473387,1
BZID-1304374899,2
BZID-1304459610,1
BZID-1304411234,1
BZID-1304427140,1
BZID-1304430788,1
BZID-1304375206,1
BZID-1304607926,1
BZID-1304399572,1
BZID-1304465435,1
BZID-1304391082,1
BZID-1304401808,1
BZID-1304407076,1
BZID-1304388204,2
BZID-1304410774,1
BZID-1304350671,1
BZID-1304374257,1
BZID-1304469323,1
BZID-1304444804,1
BZID-1304424530,1
BZID-1304414135,1
BZID-1304408333,1
BZID-1304413547,1
BZID-1304406167,1
BZID-1304427438,1
BZID-1304428871,1
BZID-1304429538,1
BZID-1304460798,1
BZID-1304383270,1
BZID-1304415332,1
BZID-1304411915,1
BZID-1304417243,1
BZID-1304402076,1
BZID-1304388042,1
BZID-1304435403,1
BZID-1304414250,1
BZID-1304438905,1
BZID-1304421179,1
BZID-1304423752,1
BZID-1304416585,2
BZID-1304452784,1
BZID-1304393178,1
BZID-1304413812,1
BZID-1304418305,1
BZID-1304430979,1
BZID-1304366706,1
BZID-1304359506,1
BZID-1304385961,2
BZID-1304378960,1
BZID-1304400534,1
BZID-1304358169,1
BZID-1304450107,1
BZID-1304426842,1
BZID-1304363245,1
BZID-1304403454,1
BZID-1304404284,1
BZID-1304389857,1
BZID-1304408088,1
BZID-1304419729,1
BZID-1304422758,1
BZID-1304430114,1
BZID-1304408202,1
BZID-1304364281,2
BZID-1304423504,1
BZID-1304423473,1
BZID-1304459922,1
BZID-1304437171,1
BZID-1304419704,1
BZID-1304397896,1
BZID-1304384694,1
BZID-1304412961,1
BZID-1304600109,1
BZID-1304402480,1
BZID-1304388719,1
BZID-1304421240,1
BZID-1304466022,1
BZID-1304394764,1
BZID-1304429754,1
BZID-1304407131,1
BZID-1304372271,1
BZID-1304424925,1
BZID-1304360034,1
BZID-1304418451,1
BZID-1304606103,1
BZID-1304373556,1
BZID-1304349770,1
BZID-1304385693,1
BZID-1304462482,1
BZID-1304393622,1
BZID-1304419862,1
BZID-1304374727,1
BZID-1304384880,1
BZID-1304421798,1
BZID-1304421219,1
BZID-1304477840,1
BZID-1304418585,1
BZID-1304457760,1
BZID-1304392143,1
BZID-1304426492,1
BZID-1304462201,1
BZID-1304397020,1
BZID-1304448187,1
BZID-1304408255,1
BZID-1304428997,1
BZID-1304414361,1
BZID-1304409825,1
BZID-1304461134,1
BZID-1304397430,1
BZID-1304429051,1
BZID-1304392436,1
BZID-1304456948,1
BZID-1304372784,1
BZID-1304423085,1
BZID-1304576955,1
BZID-1304392219,1
BZID-1304375794,1
BZID-1304415069,1
BZID-1304438064,1
BZID-1304417772,1
BZID-1304360217,1
BZID-1304595125,1
BZID-1304448540,1
BZID-1304471940,1
BZID-1304463782,1
BZID-1304362392,1
BZID-1304412180,1
BZID-1304423747,1
BZID-1304377871,2
BZID-1304396289,1
BZID-1304402654,1
BZID-1304417050,1
BZID-1304552175,1
BZID-1304450218,1
BZID-1304437103,1
BZID-1304416663,1
BZID-1304400464,1
BZID-1304400885,1
BZID-1304439026,1
BZID-1304412125,1
BZID-1304394032,1
BZID-1304413249,1
BZID-1304603215,1
BZID-1304473141,1
BZID-1304610985,1
BZID-1304397769,1
BZID-1304418827,1
BZID-1304429674,1
BZID-1304417685,1
BZID-1304404170,1
BZID-1304369939,1
BZID-1304386543,1
BZID-1304439446,1
BZID-1304410428,1
BZID-1304403619,1
BZID-1304425170,1
BZID-1304400931,1
BZID-1304402882,1
BZID-1304386879,2
BZID-1304544333,1
BZID-1304462248,2
BZID-1304397033,2
BZID-1304368310,4
BZID-1304459796,1
BZID-1304381762,4
BZID-1304414874,2
BZID-1304438407,1
BZID-1304352858,1
BZID-1304368516,2
BZID-1304411740,3
BZID-1304376206,2
BZID-1304377258,3
BZID-1304413218,1
BZID-1304390749,4
BZID-1304415718,2
BZID-1304400115,1
BZID-1304406589,1
BZID-1304375147,1
BZID-1304387318,1
BZID-1304407577,2
BZID-1304383801,2
BZID-1304413039,1
BZID-1304430952,1
BZID-1304364522,1
BZID-1304374058,1
BZID-1304377676,1
BZID-1304460750,2
BZID-1304412167,1
BZID-1304449897,3
BZID-1304379661,1
BZID-1304396688,2
BZID-1304451178,3
BZID-1304609813,1
BZID-1304575221,2
BZID-1304390038,1
BZID-1304430283,1
BZID-1304358392,1
BZID-1304420966,2
BZID-1304451406,1
BZID-1304409421,1
BZID-1304361603,2
BZID-1304413103,1
BZID-1304370590,1
BZID-1304382993,1
BZID-1304392711,2
BZID-1304386944,3
BZID-1304355930,1
BZID-1304412110,1
BZID-1304361219,2
BZID-1304375731,1
BZID-1304449064,1
BZID-1304427356,1
BZID-1304404256,3
BZID-1304394172,1
BZID-1304382311,2
BZID-1304384255,1
BZID-1304388501,3
BZID-1304402161,1
BZID-1304420228,2
BZID-1304407981,2
BZID-1304397621,1
BZID-1304422283,3
BZID-1304409183,1
BZID-1304382303,1
BZID-1304398935,1
BZID-1304400277,1
BZID-1304478815,2
BZID-1304378763,1
BZID-1304369865,2
BZID-1304434620,2
BZID-1304364824,2
BZID-1304415967,3
BZID-1304424959,1
BZID-1304429392,1
BZID-1304371661,2
BZID-1304449893,1
BZID-1304352633,1
BZID-1304404477,3
BZID-1304365028,2
BZID-1304421960,1
BZID-1304390047,2
BZID-1304429463,2
BZID-1304463330,1
BZID-1304427333,1
BZID-1304436984,1
BZID-1304416577,1
BZID-1304450711,1
BZID-1304404000,2
BZID-1304368798,2
BZID-1304426031,1
BZID-1304366996,2
BZID-1304418015,1
BZID-1304438714,1
BZID-1304350532,3
BZID-1304376319,2
BZID-1304378871,1
BZID-1304359628,1
BZID-1304554850,2
BZID-1304373637,2
BZID-1304385307,1
BZID-1304473379,1
BZID-1304415632,2
BZID-1304395604,2
BZID-1304420101,1
BZID-1304385599,2
BZID-1304402973,1
BZID-1304409757,1
BZID-1304367414,1
BZID-1304380932,5
BZID-1304414416,1
BZID-1304364530,1
BZID-1304399977,2
BZID-1304423446,2
BZID-1304435299,1
BZID-1304404367,2
BZID-1304384202,2
BZID-1304470627,1
BZID-1304425113,1
BZID-1304374984,2
BZID-1304397163,2
BZID-1304429114,1
BZID-1304405028,1
BZID-1304375277,2
BZID-1304423449,1
BZID-1304410316,1
BZID-1304450322,1
BZID-1304363310,3
BZID-1304417571,3
BZID-1304410235,2
BZID-1304386769,1
BZID-1304362607,1
BZID-1304460785,2
BZID-1304402177,2
BZID-1304413282,1
BZID-1304361157,3
BZID-1304383048,1
BZID-1304394406,1
BZID-1304421904,1
BZID-1304402156,2
BZID-1304419182,1
BZID-1304449462,5
BZID-1304367155,1
BZID-1304390725,1
BZID-1304421717,3
BZID-1304422100,1
BZID-1304361454,1
BZID-1304368879,2
BZID-1304421155,1
BZID-1304423904,1
BZID-1304426753,1
BZID-1304606040,2
BZID-1304369782,2
BZID-1304379739,1
BZID-1304409395,2
BZID-1304422809,1
BZID-1304443468,1
BZID-1304566443,1
BZID-1304361424,2
BZID-1304600648,1
BZID-1304605979,2
BZID-1304391802,1
BZID-1304599416,1
BZID-1304386014,3
BZID-1304428464,1
BZID-1304607715,1
BZID-1304404516,3
BZID-1304379002,2
BZID-1304355768,3
BZID-1304400907,1
BZID-1304371486,1
BZID-1304474652,1
BZID-1304385656,3
BZID-1304420542,4
BZID-1304426495,1
BZID-1304435998,1
BZID-1304354647,2
BZID-1304458290,1
BZID-1304419950,1
BZID-1304362431,3
BZID-1304377189,1
BZID-1304425950,1
BZID-1304431504,1
BZID-1304445467,1
BZID-1304397360,2
BZID-1304412725,2
BZID-1304434172,1
BZID-1304388685,1
BZID-1304460756,1
BZID-1304400879,1
BZID-1304606387,1
BZID-1304478455,1
BZID-1304410245,2
BZID-1304424741,1
BZID-1304374985,1
BZID-1304377762,4
BZID-1304404928,1
BZID-1304609924,2
BZID-1304387442,1
BZID-1304380116,1
BZID-1304397116,1
BZID-1304405879,1
BZID-1304389286,1
BZID-1304410886,2
BZID-1304381635,1
BZID-1304382187,2
BZID-1304410122,2
BZID-1304414799,2
BZID-1304417883,1
BZID-1304381976,1
BZID-1304457098,3
BZID-1304433531,2
BZID-1304458697,1
BZID-1304409849,2
BZID-1304430185,1
BZID-1304407928,1
BZID-1304417729,1
BZID-1304374193,3
BZID-1304370311,1
BZID-1304390144,2
BZID-1304402359,2
BZID-1304457822,1
BZID-1304429559,2
BZID-1304387244,2
BZID-1304401834,1
BZID-1304371376,1
BZID-1304398755,1
BZID-1304460443,2
BZID-1304455942,1
BZID-1304417518,1
BZID-1304442901,2
BZID-1304456203,1
BZID-1304402244,1
BZID-1304360977,1
BZID-1404358130,1
BZID-1304389146,2
BZID-1304386906,1
BZID-1304418163,1
BZID-1304607681,1
BZID-1304462327,1
BZID-1304389291,1
BZID-1304419822,1
BZID-1304350551,1
BZID-1304599010,1
BZID-1304407833,2
BZID-1304409909,1
BZID-1304437998,2
BZID-1304392539,1
BZID-1304421561,1
BZID-1304392731,2
BZID-1304459302,1
BZID-1304438687,2
BZID-1304407973,1
BZID-1304378127,2
BZID-1304458371,1
BZID-1304365092,1
BZID-1304603333,1
BZID-1304414945,2
BZID-1304382764,2
BZID-1304463016,2
BZID-1304394811,1
BZID-1304376894,1
BZID-1304421208,1
BZID-1304472632,2
BZID-1304420504,1
BZID-1304357653,1
BZID-1304418107,1
BZID-1304563995,1
BZID-1304412227,1
BZID-1304356835,1
BZID-1304355347,2
BZID-1304434298,1
BZID-1304349241,1
BZID-1304395906,2
BZID-1304421436,1
BZID-1304449198,1
BZID-1304409735,1
BZID-1304405343,1
BZID-1304363214,2
BZID-1304383110,2
BZID-1304425828,1
BZID-1304398742,1
BZID-1304390720,1
BZID-1304420995,1
BZID-1304415028,1
BZID-1304420259,1
BZID-1304373127,1
BZID-1304596124,2
BZID-1304375595,1
BZID-1304422303,1
BZID-1304386396,2
BZID-1304426360,1
BZID-1304414154,2
BZID-1304436160,1
BZID-1304435258,1
BZID-1304376419,1
BZID-1304392702,1
BZID-1304406101,2
BZID-1304376044,1
BZID-1304444563,1
BZID-1304436765,1
BZID-1304424410,1
BZID-1304388364,2
BZID-1304606291,2
BZID-1304400284,1
BZID-1304408249,1
BZID-1304388486,3
BZID-1304432469,1
BZID-1304373873,1
BZID-1304375685,1
BZID-1304432368,1
BZID-1304425224,2
BZID-1304358559,2
BZID-1304408650,1
BZID-1304408847,1
BZID-1304430223,1
BZID-1304419305,2
BZID-1304405860,1
BZID-1304607819,1
BZID-1304420900,2
BZID-1304369517,3
BZID-1304413486,1
BZID-1304400610,2
BZID-1304404961,1
BZID-1304415746,1
BZID-1304372587,1
BZID-1304409127,2
BZID-1304394773,3
BZID-1304369629,3
BZID-1304357686,1
BZID-1304384904,2
BZID-1304415278,2
BZID-1304417814,1
BZID-1304397534,1
BZID-1304379087,2
BZID-1304362173,2
BZID-1304368749,2
BZID-1304474158,2
BZID-1304354794,1
BZID-1304359656,2
BZID-1304404697,1
BZID-1304404693,2
BZID-1304410964,1
BZID-1304422065,1
BZID-1304377370,1
BZID-1304377829,1
BZID-1304554798,1
BZID-1304424528,2
BZID-1304368474,2
BZID-1304605680,1
BZID-1304358730,2
BZID-1304414827,1
BZID-1304600799,1
BZID-1304421893,1
BZID-1304564235,1
BZID-1304422509,1
BZID-1304416381,2
BZID-1304461042,1
BZID-1304352310,2
BZID-1304407150,1
BZID-1304382836,2
BZID-1304427272,1
BZID-1304382841,1
BZID-1304596181,1
BZID-1304408414,1
BZID-1304374646,1
BZID-1304408156,1
BZID-1304438375,1
BZID-1304360198,2
BZID-1304411055,2
BZID-1304357709,2
BZID-1304399335,1
BZID-1304385240,1
BZID-1304415066,1
BZID-1304576837,1
BZID-1304391033,1
BZID-1304366095,1
BZID-1304382555,1
BZID-1304458148,1
BZID-1304403914,1
BZID-1304459885,1
BZID-1304359494,2
BZID-1304415792,1
BZID-1304424740,1
BZID-1304352333,2
BZID-1304407237,1
BZID-1304462185,2
BZID-1304395890,1
BZID-1304390003,1
BZID-1304373149,1
BZID-1304383212,1
BZID-1304597082,1
BZID-1304400074,1
