businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304389265,19,18,14
BZID-1304362149,20,12,8
BZID-1304608338,16,16,15
BZID-1304451462,4,3,0
BZID-1304610395,50,45,19
BZID-1304393827,41,34,33
BZID-1304376986,6,2,1
BZID-1304421851,1,1,0
BZID-1304560942,24,21,12
BZID-1304426501,20,11,10
BZID-1304392416,7,7,1
BZID-1304387362,36,22,12
BZID-1304397053,9,9,4
BZID-1304359632,21,21,2
BZID-1304359584,21,16,5
BZID-1304549699,5,5,2
BZID-1304353285,4,4,0
BZID-1304403459,1,2,2
BZID-1304369796,28,8,5
BZID-1304549732,1,2,0
BZID-1304548771,20,20,13
BZID-1304466656,37,16,8
BZID-1304383033,32,21,10
BZID-1304390212,39,27,19
BZID-1304395037,18,15,8
BZID-1304555401,33,33,22
BZID-1304390529,3,3,2
BZID-1304606825,5,3,3
BZID-1304369576,18,14,4
BZID-1304377770,22,19,4
BZID-1304557498,27,24,13
BZID-1304359424,25,15,5
BZID-1304431397,16,10,3
BZID-1304354836,31,27,7
BZID-1304415523,43,8,1
BZID-1304605260,18,16,9
BZID-1304421536,37,33,18
BZID-1304560685,12,10,6
BZID-1304361344,24,18,9
BZID-1304371949,16,14,6
BZID-1304351204,22,18,7
BZID-1304607845,22,21,13
BZID-1304603964,3,3,2
BZID-1304384246,28,28,4
BZID-1304448748,12,11,1
BZID-1304359079,11,11,6
BZID-1304397759,8,8,0
BZID-1304464554,31,14,7
BZID-1304407525,13,10,6
BZID-1304596207,21,16,13
BZID-1304398602,26,25,7
BZID-1304431894,27,22,15
BZID-1304549520,3,1,1
BZID-1304427720,30,25,17
BZID-1304438904,25,15,8
BZID-1304389167,5,4,2
BZID-1304408683,12,11,2
BZID-1304465147,15,14,1
BZID-1304465423,16,9,3
BZID-1304596734,19,19,9
BZID-1304556112,35,32,29
BZID-1304436369,17,10,10
BZID-1304469761,11,7,3
BZID-1304357248,29,21,23
BZID-1304548218,6,4,4
BZID-1304576827,25,17,19
BZID-1304548200,7,6,1
BZID-1304548111,7,6,3
BZID-1304458073,20,17,2
BZID-1304464618,35,31,19
BZID-1304389319,37,37,9
BZID-1304355013,16,8,2
BZID-1304409480,6,4,1
BZID-1304603216,26,20,10
BZID-1304428770,26,20,2
BZID-1304548304,24,22,18
BZID-1304457739,16,14,7
BZID-1304381522,4,4,2
BZID-1304430555,11,9,3
BZID-1304361480,17,13,8
BZID-1304548337,23,23,6
BZID-1304380731,9,5,3
BZID-1304548752,24,22,9
BZID-1304548249,7,5,2
BZID-1304561313,24,19,4
BZID-1304562115,23,22,4
BZID-1304370393,3,2,2
BZID-1304547905,15,12,8
BZID-1304461335,21,20,4
BZID-1304548457,4,4,1
BZID-1304424927,9,5,1
BZID-1304415725,3,2,1
BZID-1304546118,24,21,16
BZID-1304382283,35,23,6
BZID-1304422392,15,10,4
BZID-1304426038,21,19,5
BZID-1304380719,1,0,0
BZID-1304547980,19,19,8
BZID-1304553861,13,5,0
BZID-1304387179,17,15,5
BZID-1304460786,5,4,1
BZID-1304444693,5,5,1
BZID-1304371080,15,8,4
BZID-1304384984,31,27,14
BZID-1304560585,2,2,1
BZID-1304461440,40,33,7
BZID-1304603144,4,2,1
BZID-1304438098,15,13,3
BZID-1304465809,29,16,4
BZID-1304378352,11,11,5
BZID-1304371737,13,11,8
BZID-1304400552,4,4,1
BZID-1304433797,32,19,7
BZID-1304389379,37,35,14
BZID-1304359272,24,21,11
BZID-1304405156,48,44,12
BZID-1304548417,6,5,1
BZID-1304474952,29,20,13
BZID-1304358725,20,16,10
BZID-1304390691,40,31,10
BZID-1304377073,7,6,5
BZID-1304410900,13,12,4
BZID-1304392630,6,5,2
BZID-1304408985,7,8,0
BZID-1304397356,40,36,8
BZID-1304576845,21,20,10
BZID-1304448881,8,7,1
BZID-1304467252,62,58,28
BZID-1304399711,57,56,52
BZID-1304578237,23,22,5
BZID-1304576822,34,31,9
BZID-1304423899,39,37,18
BZID-1304350318,21,18,10
BZID-1304605670,55,52,26
BZID-1304457397,57,50,28
BZID-1304464652,59,55,32
BZID-1304477365,55,39,37
BZID-1304449874,28,18,5
BZID-1304427544,41,35,11
BZID-1304425741,62,60,52
BZID-1304429760,63,63,46
BZID-1304416418,11,5,3
BZID-1304600832,57,52,45
BZID-1304367744,56,41,32
BZID-1304464330,62,57,50
BZID-1304417982,39,30,22
BZID-1304432959,36,31,18
BZID-1304369362,62,59,38
BZID-1304352867,30,27,10
BZID-1304400770,59,58,23
BZID-1304598862,43,34,29
BZID-1304389984,32,25,11
BZID-1304371144,36,25,23
BZID-1304366681,53,47,19
BZID-1304398852,12,12,4
BZID-1304596779,61,57,48
BZID-1304385468,45,36,13
BZID-1304475527,63,63,52
BZID-1304373148,62,62,49
BZID-1304449812,63,59,53
BZID-1304384237,44,34,15
BZID-1304470298,31,29,5
BZID-1304428210,48,43,20
BZID-1304458550,28,22,11
BZID-1304608812,57,47,25
BZID-1304443451,59,55,29
BZID-1304416035,63,59,37
BZID-1304590517,29,21,17
BZID-1304433320,52,33,25
BZID-1304379163,21,21,13
BZID-1304476442,61,53,19
BZID-1304477126,50,48,37
BZID-1304365332,36,30,14
BZID-1304605841,8,5,3
BZID-1304609124,46,40,11
BZID-1304610044,56,54,46
BZID-1304420294,63,58,56
BZID-1304438179,28,25,12
BZID-1304397877,63,62,61
BZID-1304350611,42,35,27
BZID-1304358006,63,62,50
BZID-1304420992,50,37,31
BZID-1304401017,36,25,16
BZID-1304441788,12,8,3
BZID-1304577113,51,49,29
BZID-1304415951,19,20,4
BZID-1304457573,63,63,58
BZID-1304415055,39,38,19
BZID-1304427258,53,40,27
BZID-1304361196,56,54,33
BZID-1304365178,63,63,47
BZID-1304380272,61,54,41
BZID-1304414022,46,44,8
BZID-1304474056,54,51,36
BZID-1304362353,15,9,6
BZID-1304421636,62,56,45
BZID-1304397117,57,54,43
BZID-1304457272,51,36,19
BZID-1304471999,60,55,40
BZID-1304430598,63,62,53
BZID-1304471794,16,11,10
BZID-1304451384,47,36,19
BZID-1304463229,38,30,21
BZID-1304471672,47,43,21
BZID-1304385628,49,46,29
BZID-1304408173,63,60,45
BZID-1304434794,50,47,35
BZID-1304350302,51,46,32
BZID-1304368464,46,30,31
BZID-1304362947,57,52,26
BZID-1304386321,44,31,23
BZID-1304471564,59,53,47
BZID-1304476358,60,44,36
BZID-1304422786,57,56,19
BZID-1304356339,50,44,23
BZID-1304463075,61,52,34
BZID-1304433359,46,45,39
BZID-1304380206,50,39,25
BZID-1304428697,63,61,15
BZID-1304435254,56,47,32
BZID-1304442037,44,39,37
BZID-1304458783,61,59,52
BZID-1304590485,18,12,7
BZID-1304597365,61,59,33
BZID-1304386785,38,14,11
BZID-1304389490,61,60,8
BZID-1304604420,38,32,23
BZID-1304427713,26,24,14
BZID-1304443671,11,8,5
BZID-1304432017,57,53,38
BZID-1304475365,58,49,32
BZID-1304419917,7,5,5
BZID-1304429549,37,27,14
BZID-1304589114,57,53,33
BZID-1304418635,31,24,3
BZID-1304462298,47,44,24
BZID-1304434290,58,47,34
BZID-1304416120,28,10,9
BZID-1304463808,63,62,61
BZID-1304608816,55,45,34
BZID-1304421334,61,56,28
BZID-1304477589,41,31,22
BZID-1304390825,41,34,23
BZID-1304600181,52,43,37
BZID-1304430118,61,56,43
BZID-1304413002,58,58,39
BZID-1304405095,62,62,23
BZID-1304464131,62,57,43
BZID-1304425808,63,60,42
BZID-1304363557,36,34,15
BZID-1304349626,28,21,12
BZID-1304376916,47,46,15
BZID-1304599496,36,35,15
BZID-1304432500,27,20,9
BZID-1304404340,57,51,42
BZID-1304465686,53,45,34
BZID-1304470107,44,30,19
BZID-1304410800,62,55,45
BZID-1304365138,59,52,28
BZID-1304575331,42,41,13
BZID-1304444686,38,34,31
BZID-1304356729,59,59,14
BZID-1304384021,51,51,26
BZID-1304595502,13,13,2
BZID-1304400054,60,51,37
BZID-1304441363,62,61,52
BZID-1304379786,38,9,3
BZID-1304464211,5,3,4
BZID-1304424605,60,60,43
BZID-1304479793,55,49,34
BZID-1304480248,40,28,19
BZID-1304575286,43,43,34
BZID-1304424563,51,37,20
BZID-1304446701,42,32,18
BZID-1304400538,62,62,51
BZID-1304472358,61,57,37
BZID-1304420113,29,26,14
BZID-1304377614,54,41,31
BZID-1304373285,57,43,38
BZID-1304476306,57,49,40
BZID-1304389452,32,25,2
BZID-1304412753,54,45,26
BZID-1304385111,56,50,32
BZID-1304406652,60,56,47
BZID-1304594853,12,12,7
BZID-1304577817,32,12,6
BZID-1304392728,18,17,1
BZID-1304596534,7,5,3
BZID-1304569594,12,11,5
BZID-1304550218,23,19,9
BZID-1304407043,8,7,4
BZID-1304553402,23,22,18
BZID-1304459761,16,4,2
BZID-1304410127,24,19,1
BZID-1304409502,12,11,3
BZID-1304555506,4,4,1
BZID-1304376221,20,9,7
BZID-1304390449,34,33,19
BZID-1304352057,15,13,1
BZID-1304550976,22,20,14
BZID-1304389273,9,8,3
BZID-1304376518,29,23,5
BZID-1304609396,5,4,2
BZID-1304460494,39,21,16
BZID-1304374009,6,6,1
BZID-1304479567,4,4,1
BZID-1304471865,27,19,6
BZID-1304390367,20,13,14
BZID-1304473181,4,4,2
BZID-1304376911,6,5,3
BZID-1304600414,25,17,12
BZID-1304355699,19,13,2
BZID-1304406192,15,9,10
BZID-1304604812,7,6,4
BZID-1304364979,31,25,10
BZID-1304408798,28,24,9
BZID-1304387645,17,16,10
BZID-1304442024,10,7,3
BZID-1304479554,44,37,22
BZID-1304423480,19,16,7
BZID-1304373882,2,2,1
BZID-1304365790,49,38,21
BZID-1304554835,35,25,16
BZID-1304551360,21,19,17
BZID-1304545936,19,19,3
BZID-1304407663,8,7,7
BZID-1304388191,15,12,4
BZID-1304478500,24,20,1
BZID-1304394378,15,12,3
BZID-1304413671,16,13,6
BZID-1304551395,15,14,10
BZID-1304412571,9,8,2
BZID-1304377898,1,1,1
BZID-1304411741,22,17,10
BZID-1304413204,30,23,13
BZID-1304413517,12,12,7
BZID-1304551127,13,12,8
BZID-1304423456,10,6,4
BZID-1304395050,13,8,0
BZID-1304429254,31,24,10
BZID-1304385781,33,22,7
BZID-1304410808,11,7,3
BZID-1304569009,10,7,3
BZID-1304391359,12,9,5
BZID-1304412929,22,20,17
BZID-1304357109,44,24,17
BZID-1304457826,32,26,11
BZID-1304372839,21,20,9
BZID-1304606735,28,20,11
BZID-1304476582,9,4,2
BZID-1304569751,3,3,0
BZID-1304384702,25,14,6
BZID-1304389310,11,8,0
BZID-1304410724,18,14,4
BZID-1304551803,15,10,8
BZID-1304402499,7,5,3
BZID-1304554810,30,29,11
BZID-1304551155,7,6,2
BZID-1304413179,22,21,8
BZID-1304408691,10,10,3
BZID-1304429557,5,4,0
BZID-1304567499,36,26,9
BZID-1304459696,21,18,17
BZID-1304418175,10,7,3
BZID-1304391471,7,1,0
BZID-1304577485,13,11,3
BZID-1304421806,16,8,4
BZID-1304360030,36,22,17
BZID-1304467049,51,37,21
BZID-1304438435,34,23,12
BZID-1304563239,9,7,6
BZID-1304529740,8,8,2
BZID-1304435902,8,6,4
BZID-1304530825,10,10,9
BZID-1304541012,11,9,4
BZID-1304531359,2,1,1
BZID-1304417593,3,2,0
BZID-1304544017,10,9,5
BZID-1304529747,7,7,4
BZID-1304462120,35,23,16
BZID-1304460409,33,32,2
BZID-1304539422,10,10,2
BZID-1304529885,12,12,8
BZID-1304462129,9,6,0
BZID-1304543136,12,10,1
BZID-1304544179,2,2,1
BZID-1304551440,7,5,2
BZID-1304598879,13,1,1
BZID-1304538317,15,13,11
BZID-1304406023,5,5,1
BZID-1304542767,14,11,9
BZID-1304403645,7,6,3
BZID-1304399818,9,9,5
BZID-1304530978,6,5,3
BZID-1304529481,1,2,0
BZID-1304610407,5,3,2
BZID-1304373288,10,6,4
BZID-1304421803,46,38,16
BZID-1304542286,8,8,4
BZID-1304432540,6,5,2
BZID-1304542650,10,9,3
BZID-1304551478,13,13,4
BZID-1304429526,22,12,4
BZID-1304538600,11,9,7
BZID-1304448313,9,7,5
BZID-1304363411,18,11,4
BZID-1304393216,14,9,4
BZID-1304415198,12,9,0
BZID-1304472281,16,14,12
BZID-1304419655,26,19,13
BZID-1304519288,5,5,1
BZID-1304553505,19,17,8
BZID-1304418446,14,10,7
BZID-1304544118,8,8,3
BZID-1304550077,17,14,9
BZID-1304550128,18,12,10
BZID-1304538345,11,9,9
BZID-1304559266,11,9,5
BZID-1304461700,12,4,2
BZID-1304539443,12,12,7
BZID-1304425023,8,8,2
BZID-1304408340,4,4,2
BZID-1304376163,18,17,6
BZID-1304557732,22,15,7
BZID-1304545711,13,13,9
BZID-1304400866,1,1,1
BZID-1304396614,11,3,1
BZID-1304426486,19,16,6
BZID-1304476998,1,1,0
BZID-1304416992,12,11,5
BZID-1304542422,12,12,11
BZID-1304530017,2,1,1
BZID-1304530038,8,6,5
BZID-1304551534,20,20,12
BZID-1304353840,15,10,2
BZID-1304555016,7,4,0
BZID-1304467544,7,5,1
BZID-1304354502,6,6,1
BZID-1304545261,10,9,7
BZID-1304545246,11,8,4
BZID-1304367867,13,13,0
BZID-1304609735,2,1,0
BZID-1304561764,32,28,19
BZID-1304408934,33,26,23
BZID-1304411177,45,35,27
BZID-1304563964,21,14,10
BZID-1304469126,57,55,38
BZID-1304467066,39,21,7
BZID-1304465793,62,57,53
BZID-1304355803,27,22,12
BZID-1304419609,5,4,2
BZID-1304471810,27,22,6
BZID-1304475415,55,38,27
BZID-1304412406,48,39,17
BZID-1304477963,29,17,10
BZID-1304385337,63,60,36
BZID-1304610340,47,47,15
BZID-1304387797,63,60,51
BZID-1304372044,42,40,16
BZID-1304400103,34,32,21
BZID-1304383720,20,15,9
BZID-1304388829,29,28,14
BZID-1304429843,62,55,50
BZID-1304598035,30,28,21
BZID-1304360978,62,59,35
BZID-1304470871,58,58,41
BZID-1304371297,17,14,10
BZID-1304415621,37,23,16
BZID-1304457467,53,35,29
BZID-1304562520,3,3,2
BZID-1304371409,9,6,5
BZID-1304353706,39,38,18
BZID-1304397043,9,5,5
BZID-1304476428,24,14,5
BZID-1304394934,61,61,43
BZID-1304469608,26,19,14
BZID-1304456139,62,60,48
BZID-1304363456,51,39,24
BZID-1304475248,62,61,48
BZID-1304589193,55,55,47
BZID-1304364953,30,24,19
BZID-1304434241,63,53,38
BZID-1304456093,58,51,34
BZID-1304358596,42,39,25
BZID-1304393560,61,61,21
BZID-1304440023,57,47,9
BZID-1304410154,21,19,15
BZID-1304398203,58,56,36
BZID-1304478168,60,45,36
BZID-1304383731,13,12,3
BZID-1304446076,29,25,16
BZID-1304562468,1,1,1
BZID-1304353533,27,20,6
BZID-1304479555,60,55,46
BZID-1304449941,63,61,33
BZID-1304562495,15,4,2
BZID-1304600900,12,11,7
BZID-1304384449,55,32,17
BZID-1304391592,47,43,16
BZID-1304473720,43,43,13
BZID-1304456785,47,30,17
BZID-1304562642,2,1,1
BZID-1304391952,7,4,3
BZID-1304445862,26,23,15
BZID-1304590513,42,29,12
BZID-1304384852,61,57,53
BZID-1304466279,61,57,54
BZID-1304577969,31,25,12
BZID-1304388560,23,21,11
BZID-1304377316,50,45,41
BZID-1304597438,60,59,27
BZID-1304376665,38,24,5
BZID-1304419893,58,56,36
BZID-1304562575,25,25,7
BZID-1304595220,47,42,33
BZID-1304368278,45,43,36
BZID-1304415480,35,33,26
BZID-1304600834,12,11,3
BZID-1304595917,26,25,4
BZID-1304418219,57,57,42
BZID-1304610031,31,18,9
BZID-1304431900,62,52,47
BZID-1304419578,52,38,31
BZID-1304441959,25,11,5
BZID-1304403595,59,50,18
BZID-1304447083,54,28,19
BZID-1304362193,32,15,6
BZID-1304434957,61,49,35
BZID-1304563965,32,27,8
BZID-1304358569,25,25,6
BZID-1304476050,31,24,13
BZID-1304413781,62,46,45
BZID-1304461417,45,45,17
BZID-1304562251,24,23,3
BZID-1304403984,51,31,29
BZID-1304603526,33,23,6
BZID-1304562518,6,1,3
BZID-1304375287,63,60,11
BZID-1304605927,46,44,5
BZID-1304471058,62,61,54
BZID-1304466176,53,41,35
BZID-1304434318,58,58,51
BZID-1304474214,33,25,8
BZID-1304405013,61,44,36
BZID-1304450355,47,38,21
BZID-1304366668,41,25,11
BZID-1304364845,36,29,20
BZID-1304358200,62,58,43
BZID-1304480226,61,61,51
BZID-1304359186,16,15,2
BZID-1304609857,14,11,8
BZID-1304392049,33,28,19
BZID-1304428300,14,8,6
BZID-1304595152,37,31,19
BZID-1304479391,62,62,57
BZID-1304363631,41,38,15
BZID-1304606463,39,33,32
BZID-1304597424,7,6,4
BZID-1304393353,38,37,18
BZID-1304609650,51,48,27
BZID-1304562408,33,28,19
BZID-1304457019,61,43,31
BZID-1304606264,32,30,15
BZID-1304415238,61,60,43
BZID-1304438329,62,59,50
BZID-1304420515,14,13,8
BZID-1304472217,47,27,21
BZID-1304607110,24,14,5
BZID-1304597681,38,33,13
BZID-1304422039,15,10,7
BZID-1304461345,63,62,57
BZID-1304463123,62,57,50
BZID-1304380174,41,38,29
BZID-1304407726,60,55,38
BZID-1304352913,47,33,25
BZID-1304474726,60,59,42
BZID-1304451281,62,59,54
BZID-1304349276,63,62,49
BZID-1304352741,45,39,29
BZID-1304597974,51,38,22
BZID-1304408883,36,34,10
BZID-1304391933,29,19,9
BZID-1304398128,4,1,0
BZID-1304610600,52,36,15
BZID-1304373844,19,3,1
BZID-1304370788,56,49,32
BZID-1304351859,11,10,4
BZID-1304432909,58,54,34
BZID-1304600067,29,28,3
BZID-1304421196,61,61,42
BZID-1304460239,31,28,4
BZID-1304382649,61,58,45
BZID-1304408086,63,60,49
BZID-1304465700,34,27,22
BZID-1304445668,63,61,59
BZID-1304465091,60,58,35
BZID-1304373648,39,38,12
BZID-1304480205,59,55,51
BZID-1304436879,63,56,50
BZID-1304361077,61,53,44
BZID-1304418853,58,58,42
BZID-1304381806,58,58,13
BZID-1304415765,52,46,33
BZID-1304411526,7,7,2
BZID-1304390193,48,44,17
BZID-1304437187,63,63,26
BZID-1304473643,37,26,19
BZID-1304425860,62,47,38
BZID-1304437292,60,43,33
BZID-1304398722,45,24,10
BZID-1304459340,60,41,18
BZID-1304464062,39,30,18
BZID-1304464383,16,14,3
BZID-1304431982,63,61,57
BZID-1304458606,60,59,33
BZID-1304460450,58,41,38
BZID-1304377373,38,36,17
BZID-1304375074,43,42,30
BZID-1304611088,29,27,15
BZID-1304461806,62,45,30
BZID-1304377214,28,22,9
BZID-1304607359,56,49,42
BZID-1304610287,55,55,35
BZID-1304577079,44,41,25
BZID-1304471535,63,62,55
BZID-1304609800,62,57,49
BZID-1304415086,61,53,48
BZID-1304424503,55,51,33
BZID-1304458773,42,24,22
BZID-1304469063,58,48,39
BZID-1304471202,48,28,18
BZID-1304420039,47,37,16
BZID-1304378741,34,17,5
BZID-1304399463,59,48,34
BZID-1304350204,47,41,32
BZID-1304600818,31,27,3
BZID-1304418155,12,9,2
BZID-1304394043,20,9,8
BZID-1304393504,51,47,40
BZID-1304375314,60,59,39
BZID-1304473512,61,61,27
BZID-1304469314,52,43,21
BZID-1304425409,40,19,9
BZID-1304397977,52,48,44
BZID-1304478053,17,15,7
BZID-1304463101,34,26,14
BZID-1304577743,22,20,3
BZID-1304434782,51,35,23
BZID-1304391460,47,46,18
BZID-1304418267,10,6,3
BZID-1304373767,9,8,6
BZID-1304400978,44,42,34
BZID-1304390122,39,35,17
BZID-1304411112,20,19,2
BZID-1304427226,48,43,23
BZID-1304480059,57,52,36
BZID-1304408982,55,51,19
BZID-1304356358,26,20,12
BZID-1304362106,63,61,47
BZID-1304608780,56,54,36
BZID-1304420963,49,44,31
BZID-1304443932,53,24,17
BZID-1304608244,63,62,50
BZID-1304406841,9,8,8
BZID-1304475077,54,53,48
BZID-1304423443,52,43,32
BZID-1304380877,55,45,39
BZID-1304417497,57,55,38
BZID-1304600582,41,33,23
BZID-1304449615,45,36,29
BZID-1304381035,43,39,24
BZID-1304472402,52,47,25
BZID-1304471050,53,47,23
BZID-1304354799,21,16,6
BZID-1304438011,45,44,21
BZID-1304603856,7,7,1
BZID-1304423454,41,26,26
BZID-1304606261,51,41,22
BZID-1304425121,46,44,27
BZID-1304562773,34,25,16
BZID-1304412461,23,15,10
BZID-1304374165,38,33,30
BZID-1304409969,49,46,36
BZID-1304576873,49,47,22
BZID-1304374744,38,34,15
BZID-1304376104,46,37,36
BZID-1304431398,63,63,53
BZID-1304458535,16,9,3
BZID-1304608194,48,38,19
BZID-1304423365,53,45,25
BZID-1304384285,53,49,23
BZID-1304471713,10,3,4
BZID-1304578046,39,36,21
BZID-1304371466,18,14,5
BZID-1304595781,43,39,32
BZID-1304609579,38,35,17
BZID-1304424560,56,30,14
BZID-1304423267,6,4,0
BZID-1304563873,5,5,1
BZID-1304443813,22,15,8
BZID-1304476458,49,33,24
BZID-1304397761,11,2,0
BZID-1304396285,16,15,0
BZID-1304350564,30,23,17
BZID-1304566021,45,44,19
BZID-1304461881,43,39,24
BZID-1304419581,20,6,3
BZID-1304362745,40,36,5
BZID-1304354268,11,6,1
BZID-1304379826,51,45,30
BZID-1304475666,4,3,0
BZID-1304350596,24,21,11
BZID-1304361587,57,55,16
BZID-1304361558,54,53,15
BZID-1304416339,37,29,18
BZID-1304351326,19,13,6
BZID-1304362940,63,63,47
BZID-1304595578,18,18,14
BZID-1304438343,30,19,14
BZID-1304357988,34,28,3
BZID-1304466049,50,37,29
BZID-1304385025,30,26,6
BZID-1304447845,21,17,5
BZID-1304475027,15,14,5
BZID-1304415458,13,10,0
BZID-1304454872,52,42,24
BZID-1304466154,60,51,48
BZID-1304379761,6,1,0
BZID-1304608668,43,36,19
BZID-1304590788,60,60,14
BZID-1304575211,5,5,1
BZID-1304465926,61,54,21
BZID-1304392172,47,35,13
BZID-1304436527,29,25,1
BZID-1304437190,23,17,7
BZID-1304390225,21,19,6
BZID-1304434321,60,39,23
BZID-1304398925,37,30,14
BZID-1304379552,17,17,9
BZID-1304479912,23,16,10
BZID-1304576534,50,50,33
BZID-1304398189,39,32,13
BZID-1304444717,45,27,22
BZID-1304359800,56,55,29
BZID-1304383747,47,40,23
BZID-1304396339,54,51,25
BZID-1304590542,40,35,11
BZID-1304383817,57,55,34
BZID-1304577750,11,11,1
BZID-1304405625,61,55,40
BZID-1304607009,35,20,10
BZID-1304436766,27,27,6
BZID-1304608534,45,39,12
BZID-1304423090,19,14,6
BZID-1304459626,56,43,39
BZID-1304395817,4,4,1
BZID-1304457659,61,56,43
BZID-1304413934,46,27,16
BZID-1304418674,43,42,21
BZID-1304371881,48,47,16
BZID-1304364421,8,3,2
BZID-1304424557,44,35,5
BZID-1304425343,33,32,14
BZID-1304372815,37,35,22
BZID-1304560672,3,3,0
BZID-1304475370,39,36,15
BZID-1304427711,52,34,18
BZID-1304448854,23,19,7
BZID-1304380243,61,59,37
BZID-1304412258,35,32,13
BZID-1304436581,56,42,33
BZID-1304405077,59,53,53
BZID-1304384656,57,57,33
BZID-1304377501,59,59,23
BZID-1304461589,61,61,36
BZID-1304461863,61,54,41
BZID-1304359293,61,61,41
BZID-1304450557,60,59,55
BZID-1304470266,49,36,32
BZID-1304353751,16,15,2
BZID-1304410879,48,38,27
BZID-1304356570,13,13,10
BZID-1304428970,29,26,9
BZID-1304595034,32,24,16
BZID-1304478822,58,47,19
BZID-1304417644,41,29,17
BZID-1304365503,62,60,51
BZID-1304400542,1,1,0
BZID-1304604455,14,8,6
BZID-1304605179,49,47,10
BZID-1304452116,39,9,8
BZID-1304414330,48,29,15
BZID-1304377779,16,12,12
BZID-1304401688,39,33,15
BZID-1304401265,50,46,18
BZID-1304607898,45,39,31
BZID-1304396442,57,50,29
BZID-1304576896,17,12,4
BZID-1304359460,34,33,10
BZID-1304428280,44,39,18
BZID-1304574483,47,44,27
BZID-1304605209,31,31,0
BZID-1304450488,46,33,27
BZID-1304463246,30,12,8
BZID-1304610280,32,28,8
BZID-1304385697,29,26,13
BZID-1304604094,47,37,21
BZID-1304469298,39,36,28
BZID-1304450408,4,4,2
BZID-1304392448,23,21,3
BZID-1304371269,21,19,8
BZID-1304478637,52,42,27
BZID-1304423271,50,37,32
BZID-1304431438,27,22,14
BZID-1304393165,54,51,33
BZID-1304427341,7,4,3
BZID-1304577128,10,7,1
BZID-1304414919,31,28,19
BZID-1304449212,45,43,19
BZID-1304604442,55,55,12
BZID-1304470392,58,29,28
BZID-1304412497,35,32,14
BZID-1304381956,61,59,40
BZID-1304428155,50,48,18
BZID-1304427379,7,7,2
BZID-1304362102,56,53,22
BZID-1304415622,25,25,20
BZID-1304423865,22,19,9
BZID-1304447613,49,39,28
BZID-1304597021,52,50,6
BZID-1304390976,31,30,23
BZID-1304480213,54,49,31
BZID-1304394450,26,22,10
BZID-1304384584,47,42,12
BZID-1304426682,60,54,37
BZID-1304350708,54,48,16
BZID-1304391147,18,10,2
BZID-1304393170,54,52,45
BZID-1304410653,40,26,14
BZID-1304479983,58,41,35
BZID-1304610295,16,15,6
BZID-1304419072,54,49,14
BZID-1304365946,21,18,7
BZID-1304385725,29,24,21
BZID-1304476881,49,48,31
BZID-1304400140,63,63,49
BZID-1304600108,54,52,24
BZID-1304400039,27,25,4
BZID-1304444275,54,39,20
BZID-1304417646,9,6,2
BZID-1304435743,61,50,39
BZID-1304594969,24,22,3
BZID-1304357853,33,29,16
BZID-1304395169,14,12,1
BZID-1304403513,15,6,0
BZID-1304418139,44,37,28
BZID-1304426101,44,8,7
BZID-1304384955,25,21,13
BZID-1304598402,44,34,25
BZID-1304409588,14,10,3
BZID-1304597123,31,26,9
BZID-1304466249,21,15,13
BZID-1304387292,14,12,7
BZID-1304595699,59,57,29
BZID-1304355981,26,17,11
BZID-1304350034,12,8,6
BZID-1304411229,55,50,31
BZID-1304469367,25,17,7
BZID-1304420813,15,14,9
BZID-1304425127,40,26,0
BZID-1304607812,31,23,8
BZID-1304428055,48,46,19
BZID-1304414790,47,34,26
BZID-1304360251,31,24,13
BZID-1304472756,50,44,31
BZID-1304479396,24,13,9
BZID-1304599345,39,31,23
BZID-1304459970,29,22,5
BZID-1304606069,60,18,10
BZID-1304422837,21,18,12
BZID-1304456885,50,35,20
BZID-1304357061,2,2,0
BZID-1304384975,40,33,17
BZID-1304476327,31,23,16
BZID-1304381816,29,15,8
BZID-1304589290,9,8,3
BZID-1304445223,22,3,0
BZID-1304471145,21,15,6
BZID-1304395559,29,15,9
BZID-1304478736,36,24,14
BZID-1304388416,28,18,13
BZID-1304567111,3,1,1
BZID-1304371078,4,3,2
BZID-1304368564,46,36,16
BZID-1304439527,41,31,17
BZID-1304466989,50,41,34
BZID-1304473164,13,9,2
BZID-1304382220,37,29,6
BZID-1304399859,44,34,25
BZID-1304424602,35,34,19
BZID-1304576630,37,29,6
BZID-1304358388,60,59,35
BZID-1304463457,37,23,22
BZID-1304471568,39,26,12
BZID-1304609909,37,33,10
BZID-1304416934,55,44,34
BZID-1304597654,31,21,13
BZID-1304462810,51,48,30
BZID-1304349442,41,32,24
BZID-1304597859,45,34,20
BZID-1304415960,42,31,26
BZID-1304422559,61,58,48
BZID-1304596045,43,36,22
BZID-1304429355,10,3,0
BZID-1304362755,58,53,23
BZID-1304478890,31,21,16
BZID-1304604493,54,54,24
BZID-1304377525,53,47,40
BZID-1304597106,26,25,13
BZID-1304350661,18,16,9
BZID-1304402869,16,16,9
BZID-1304568170,33,30,14
BZID-1304476892,55,42,34
BZID-1304466168,40,35,14
BZID-1304418470,53,32,25
BZID-1304426083,46,29,15
BZID-1304479438,28,21,11
BZID-1304608331,39,35,22
BZID-1304590573,17,16,4
BZID-1304465683,23,12,9
